"valence","tempo","duration_ms"
0.0531,65.968,162900
0.137,109.981,85091
0.0298,119.984,110000
0.0596,75.961,183947
0.164,171.826,71579
0.0953,154.488,118835
0.0954,110.109,94909
0.0356,119.986,168000
0.153,170.06,135590
0.704,154.022,221350
0.475,87.001,174538
0.323,136.084,236527
0.351,139.422,254891
0.387,76.035,112067
0.334,98.247,228867
0.178,73.011,187747
0.616,89.971,250640
0.379,75.992,106507
0.339,149.058,177653
0.524,82.365,242547
0.371,142.028,109920
0.326,119.983,232373
0.394,47.811,153120
0.0889,158.327,351179
0.0396,109.688,448720
0.0365,92.516,359956
0.724,137.977,375437
0.43,141.003,258186
0.792,120.861,169940
0.401,86.12,201064
0.45,107.551,228802
0.655,139.914,363360
0.362,110.007,241520
0.654,157.164,245280
0.484,105.639,255213
0.0652,89.99,149747
0.217,59.672,301027
0.118,99.974,124493
0.147,140.045,249360
0.398,135.151,271267
0.441,122.448,331347
0.405,139.935,343347
0.547,78.403,779560
0.227,77.54,256000
0.0488,75.153,390373
0.0344,136.799,471200
0.223,122.559,315427
0.0357,71.355,256667
0.0372,140.734,143107
0.0358,86.008,183733
0.0259,82.78,315293
0.6,116.798,159333
0.0387,72.165,399867
0.0325,71.671,403360
0.0695,126.189,311640
0.851,105.06,196577
0.0847,140.054,988350
0.034,76.889,294567
0.0604,102.287,1397130
0.787,134.909,160000
0.541,179.99,190560
0.551,126.962,210720
0.625,84.508,231120
0.634,94.986,213993
0.346,149.013,268200
0.637,123.973,229993
0.564,118.027,200596
0.312,84.469,286693
0.574,176.946,173080
0.381,136.001,198720
0.76,128.944,225280
0.483,120.668,161311
0.509,94.95,197684
0.0391,144.16,205000
0.323,119.997,163958
0.537,130.062,211307
0.681,132.906,162406
0.709,119.993,140000
0.356,114.933,192522
0.4,160.12,147000
0.409,155.089,137806
0.264,134.813,171940
0.43,146.139,171286
0.355,150.029,204546
0.436,148.034,181952
0.405,140.087,151197
0.289,140.068,178068
0.298,115.043,215223
0.501,109.987,202080
0.501,120.02,132227
0.115,127.027,222145
0.519,117.008,246360
0.555,147.943,163137
0.64,160.045,113003
0.505,88.937,169000
0.902,138.011,186787
0.606,152.005,211947
0.881,137.975,265347
0.828,86.012,191533
0.472,75.99,264840
0.772,142.008,313040
0.671,142.973,229293
0.756,107.996,200933
0.627,91.032,261067
0.718,148.003,236573
0.505,83.988,244787
0.283,133.017,231787
0.638,138.168,152400
0.235,80.664,204985
0.268,76.033,216603
0.128,80.794,207867
0.28,76.401,232056
0.286,180.972,219373
0.184,127.52,192480
0.506,156.501,253013
0.346,127.807,210410
0.614,82.986,190067
0.284,136.267,265813
0.154,94.845,62653
0.035,157.032,157653
0.0263,108.946,73223
0.0988,164.191,92043
0.0434,75.054,76867
0.029,110.738,123293
0.275,200.109,153930
0.538,124.063,212903
0.365,74.338,182869
0.557,90.541,177152
0.435,135.293,195669
0.726,90.231,200192
0.351,142.427,215871
0.362,72.791,194645
0.479,76.201,213675
0.307,76.653,219221
0.71,131.41,186311
0.379,144.545,278784
0.18,100.003,187900
0.189,101.031,174150
0.405,117.002,233846
0.138,130.096,76141
0.566,159.77,222286
0.48,172.004,146418
0.53,91.068,187979
0.582,96.018,183982
0.433,173.821,214911
0.163,104.071,190388
0.517,150.002,223692
0.61,171.937,210852
0.606,167.917,185946
0.229,150.132,136531
0.542,179.842,200917
0.291,160.684,171717
0.454,140.606,156957
0.45,101.686,132000
0.404,140.873,99787
0.54,107.06,200684
0.0778,120.09,101003
0.131,91.854,93848
0.536,111.012,117285
0.517,153.832,182000
0.501,112.647,140738
0.286,156.018,120000
0.619,112.571,153750
0.799,120.139,240006
0.372,180.776,153224
0.267,162.201,184173
0.194,159.184,198213
0.551,189.924,201667
0.314,97.276,221933
0.382,80.087,286267
0.401,105.043,244600
0.298,175.044,245747
0.143,90.063,256013
0.399,96.049,226080
0.366,122.454,259853
0.528,104.022,243733
0.38,109.024,182413
0.0797,78.183,225720
0.641,145.067,257133
0.134,78.684,467320
0.41,97.537,151040
0.0934,90.804,186920
0.177,85.812,260440
0.0989,97.941,219413
0.31,119.281,233867
0.397,107.892,216853
0.266,123.25,278027
0.191,97.399,273160
0.353,98.117,138160
0.14,122.233,142973
0.291,131.777,214253
0.0659,146.164,330040
0.0729,82.768,427093
0.0628,74.474,262720
0.0594,114.225,209853
0.381,123.935,139207
0.263,125.971,169665
0.473,135.108,171520
0.653,94.614,166870
0.0987,76.007,243592
0.68,160.006,183118
0.036,146.781,477710
0.0391,73.001,334538
0.0358,98.577,301000
0.0693,94.67,385045
0.222,135.07,181739
0.162,110.807,397320
0.454,112.509,212347
0.208,139.994,291477
0.181,79.816,319445
0.0355,128.2,504875
0.364,130.991,168620
0.33,148.464,126302
0.0651,66.001,157806
0.212,141.915,142811
0.54,94.992,123533
0.581,137.124,112174
0.575,124.051,165068
0.504,158.995,111543
0.258,146.41,144658
0.541,130.005,193176
0.169,129.096,163762
0.805,152.001,125806
0.319,78.491,117812
0.404,149.991,115278
0.144,155.011,130194
0.344,82.023,216189
0.48,95.028,276637
0.777,116.996,235912
0.327,78.23,221858
0.374,73.054,233665
0.899,201.516,340741
0.869,98.309,256105
0.166,123.976,229642
0.793,130.038,266214
0.375,107.892,275540
0.306,104.759,254851
0.813,108.706,224418
0.351,99.469,347402
0.797,142.091,296150
0.9,93.8,275435
0.348,93.251,158061
0.341,132.765,165248
0.402,138.028,184748
0.141,93.49,176229
0.767,129.944,177631
0.655,91.485,150388
0.297,100.005,163600
0.271,127.018,181672
0.397,119.965,198066
0.195,149.995,154000
0.373,107.006,164765
0.154,82.706,167107
0.519,137.982,169096
0.452,133.926,162651
0.103,119.22,105507
0.617,119.97,210067
0.189,101.503,189560
0.678,119.971,160000
0.384,118.082,209160
0.49,158.733,140653
0.926,122.007,160107
0.341,120.072,148800
0.643,100.993,176160
0.35,115.901,191720
0.394,160.338,174347
0.403,94.394,141309
0.602,89.03,138876
0.688,73.704,186385
0.89,99.996,144000
0.262,108.792,237585
0.421,79.916,112125
0.287,112.824,69650
0.49,93.236,88208
0.375,81.297,229544
0.24,90.573,123738
0.618,89.821,102170
0.358,163.915,72844
0.334,89.008,108279
0.332,83.937,203327
0.429,86.996,111673
0.213,142.99,113235
0.156,77.292,165099
0.131,96.157,64779
0.636,97.086,120000
0.822,114.004,119973
0.315,105.039,168640
0.0533,119.977,89880
0.332,86.092,90133
0.146,121.017,110080
0.523,94.017,106733
0.379,147.7,64841
0.374,120.083,208023
0.761,121.667,236402
0.782,124.016,185823
0.638,123.987,255502
0.066,123.985,244777
0.806,116.41,131824
0.878,116.337,172468
0.627,116.015,185200
0.315,114.958,270263
0.666,112.166,169643
0.61,103.89,180646
0.409,101.05,231262
0.543,179.726,161981
0.769,81.005,117192
0.485,156.341,196433
0.912,78.519,286238
0.702,148.042,225498
0.741,100.203,180824
0.838,133.062,165455
0.515,80.222,174400
0.236,108.928,158507
0.33,100.379,172760
0.38,77.984,172375
0.493,137.468,174693
0.841,134.985,187328
0.56,102.995,191178
0.813,150.04,136440
0.316,160.036,209517
0.301,135.189,183603
0.583,83.982,206315
0.503,75.959,194211
0.547,102.011,197667
0.398,97.962,262040
0.452,148.033,205947
0.561,160.071,264987
0.209,160.064,187427
0.331,179.963,216013
0.22,160.188,229027
0.105,90.011,343500
0.496,169.963,235000
0.545,102.025,234500
0.507,119.993,266002
0.62,104.998,272011
0.0612,91.127,323430
0.359,90.019,320517
0.174,88.022,281651
0.441,113.681,261467
0.0789,156.748,307440
0.453,99.916,210387
0.169,127.879,242187
0.37,100.339,195893
0.098,129.7,253773
0.184,96.478,334040
0.452,131.298,281547
0.78,164.922,290560
0.214,86.03,230573
0.304,203.956,205267
0.56,117.49,183640
0.729,115.294,205267
0.81,145.089,184747
0.333,113.861,246707
0.783,159.04,122653
0.625,109.417,147773
0.636,81.977,179293
0.967,83.982,185867
0.251,105.2,210733
0.618,95.642,206947
0.94,138.134,147053
0.7,120.002,221229
0.912,139.647,221937
0.901,119.974,170528
0.966,105.054,199080
0.882,140.933,288106
0.914,114.985,179802
0.924,115.946,147541
0.866,117.086,141036
0.917,109.622,174786
0.317,135.076,152889
0.553,160.089,67216
0.313,77.518,126766
0.125,113.045,134427
0.293,150.07,167021
0.368,75.023,228895
0.428,129.95,206674
0.175,81.082,191936
0.348,135.94,229173
0.28,134.972,215267
0.402,86.19,208538
0.733,117.928,164891
0.248,140.201,113482
0.199,141.973,208000
0.141,129.987,193560
0.688,102.16,70034
0.427,137.915,212949
0.615,89.509,209372
0.332,124.012,198453
0.465,110.293,254016
0.372,85.117,186646
0.268,121.144,218515
0.437,90.797,241033
0.541,111.638,181866
0.78,111.34,226378
0.459,104.136,231995
0.566,144.558,189363
0.252,82.574,226692
0.407,128.714,197095
0.738,80.056,79227
0.89,131.004,264573
0.962,96.979,128960
0.793,105.022,200480
0.658,111.11,233920
0.857,173.902,218067
0.864,100.037,230787
0.904,126.033,184320
0.903,93.195,104853
0.961,119.981,233413
0.784,120.089,204973
0.897,139.864,217560
0.0339,192.185,256413
0.133,129.977,162462
0.456,128.155,150000
0.691,92.021,203478
0.188,131.954,126955
0.535,142.894,287408
0.411,107.103,190368
0.421,114.018,222746
0.152,140.112,228856
0.288,175.956,198259
0.36,113.951,237911
0.528,126.974,211772
0.454,150.092,195174
0.33,65.811,97549
0.216,84.82,1634227
0.247,88.356,201067
0.406,96.133,127440
0.544,82.703,131627
0.502,68.342,125840
0.385,78.164,65067
0.392,67.004,205467
0.0749,135.675,199667
0.754,83.56,78493
0.529,104.207,88707
0.343,109.352,213067
0.284,137.07,205360
0.552,99.169,149000
0.521,170.022,308067
0.374,89.02,356267
0.72,156.016,306947
0.522,160.009,256213
0.381,160.212,291413
0.445,109.494,304187
0.61,136.013,308960
0.66,116.025,286680
0.5,160.047,274267
0.669,170.527,328480
0.524,164.023,326787
0.357,129.923,204309
0.661,89.981,192917
0.576,123.97,171151
0.56,85.267,151662
0.539,165.697,256157
0.383,102.035,174706
0.608,86.043,145726
0.21,76.234,162568
0.311,141.728,185160
0.332,142.843,156613
0.351,92.327,170547
0.204,92.693,196280
0.303,146.259,182893
0.224,74.43,169880
0.609,150.098,203200
0.736,145.004,200157
0.632,150.258,226400
0.636,144.866,197070
0.469,163.955,237000
0.607,159.919,259250
0.649,120.069,217500
0.209,100.02,211250
0.672,124.041,238000
0.593,100.034,260312
0.2,123.944,314000
0.614,122.63,252000
0.343,119.961,326000
0.04,164.051,364500
0.607,139.973,211000
0.669,139.983,240573
0.558,139.935,240253
0.942,74.995,202507
0.485,155.038,214507
0.626,130.026,205133
0.697,75.042,240427
0.588,75,172253
0.813,145.04,219907
0.468,140.016,257133
0.848,75.014,225133
0.559,140.067,197253
0.552,120.009,232507
0.763,139.997,259320
0.206,97.071,248045
0.767,84.86,41000
0.344,111.127,248227
0.542,129.908,263653
0.067,102.435,323787
0.304,92.536,173213
0.49,96.577,314227
0.304,97.633,328880
0.364,129.756,246333
0.425,91.882,132240
0.432,95.094,280333
0.295,105.342,136440
0.125,78.92,216293
0.139,69.358,351067
0.048,143.291,266107
0.0378,85.048,253667
0.0656,79.731,208800
0.0523,73.72,262400
0.357,119.967,304867
0.1,84.155,298400
0.0537,70.535,252400
0.0942,91.082,343360
0.0448,78.564,271973
0.0576,77.355,220427
0.0764,140.158,207640
0.212,105.552,235867
0.0473,84.965,225320
0.232,151.964,195267
0.79,182.299,217867
0.0774,77.205,210227
0.107,85.077,228933
0.753,80.116,146133
0.156,78.337,160933
0.22,74.07,154400
0.0397,87.945,400093
0.566,148.261,195240
0.156,78.313,212640
0.156,79.486,303440
0.543,119.335,124867
0.442,114.455,153773
0.559,99.803,156667
0.646,116.558,192493
0.42,166.217,194267
0.244,121.729,131973
0.0956,91.43,159867
0.223,110.806,137000
0.727,121.013,161267
0.144,82.63,125867
0.574,118.906,175400
0.0491,86.292,154733
0.418,142.443,300462
0.377,101.703,343846
0.465,134.063,316154
0.588,116.5,76154
0.387,57.995,233538
0.213,123.795,651692
0.441,141.135,269538
0.0282,80.176,175846
0.167,73.436,286154
0.199,147.697,404769
0.315,126.936,296308
0.13,182.763,566938
0.24,98.014,61695
0.186,74.983,214400
0.348,79.425,372635
0.478,150.374,191549
0.171,143.41,327741
0.805,129.034,250729
0.35,145.584,258493
0.499,138.678,210651
0.187,110.977,376399
0.526,74.934,235783
0.221,128.759,229085
0.454,66.604,245040
0.0941,117.026,383467
0.244,115.747,392795
0.128,143.056,386805
0.255,172.663,380526
0.122,156.311,244936
0.252,126.984,264726
0.828,182.159,225067
0.819,80.142,146173
0.0934,61.53,210133
0.91,125.494,106027
0.442,151.891,195093
0.442,148.467,195493
0.223,151.745,193600
0.137,85.425,230400
0.271,111.149,218667
0.123,78.756,161333
0.218,141.304,155267
0.153,47.135,303293
0.0383,90.5,401800
0.162,91.182,212760
0.352,118.107,227893
0.464,81.859,224135
0.547,168.294,224712
0.549,178.917,192871
0.822,81.109,214694
0.948,169.39,229037
0.805,85.43,220122
0.849,170.517,203104
0.73,165.355,208880
0.645,152.344,215043
0.358,85.237,232213
0.512,117.721,215387
0.826,121.055,149560
0.386,144.138,202347
0.67,179.75,213400
0.657,130.293,176360
0.487,107.431,226293
0.491,145.763,228533
0.557,102.35,204827
0.66,130.964,158080
0.812,126.132,188333
0.655,112.309,248427
0.502,105.227,248653
0.709,140.291,210600
0.264,64.969,331440
0.638,174.016,317293
0.11,116.853,397000
0.282,100.037,308000
0.0981,81.988,327805
0.26,77.003,436000
0.76,109.522,148147
0.641,108.092,254213
0.558,107.548,314120
0.509,123.633,337813
0.616,119.766,246880
0.63,108.374,315653
0.128,80.969,190787
0.146,120.703,373240
0.228,128.006,356293
0.121,81.287,245160
0.374,128.501,283613
0.6,124.788,241200
0.622,130.021,197008
0.816,175.945,191908
0.603,146.168,235817
0.902,154.987,183423
0.477,95.915,264835
0.634,94.799,249167
0.959,136.901,168883
0.522,88.917,181019
0.821,181.071,169663
0.656,197.82,186697
0.723,124.988,212231
0.747,139.981,205765
0.97,93.124,253960
0.957,93.162,341040
0.963,167.218,246280
0.835,110.13,289427
0.929,139.256,384373
0.966,171.068,210253
0.923,148.929,278920
0.695,96.965,240867
0.972,93.163,186680
0.777,160.376,302467
0.772,121.369,175920
0.114,150.034,230609
0.401,96.048,169924
0.37,96.644,471560
0.434,129.1,324933
0.487,97.463,176733
0.701,78.51,256773
0.775,95.242,495720
0.539,133.163,380413
0.717,139.363,144440
0.0643,76.893,437067
0.492,167.455,285920
0.152,159.878,342120
0.432,109.982,232839
0.894,109.703,258587
0.712,128.214,226627
0.714,112.216,230813
0.786,116.721,196373
0.832,72.677,127693
0.963,135.9,239333
0.335,136.397,279413
0.428,127.972,218227
0.814,131.014,273093
0.414,129.924,497880
0.151,119.892,471013
0.297,134.908,606987
0.138,89.981,767973
0.78,149.934,891987
0.416,146.855,863907
0.33,82.995,190469
0.368,106.996,234546
0.125,118.004,206440
0.104,106.07,234382
0.152,109.167,265408
0.0394,117.172,257583
0.254,119.964,200397
0.0719,81.912,244312
0.0905,121.412,265189
0.0687,100.162,213048
0.0483,176.782,200000
0.404,141.74,187467
0.234,87.199,293773
0.21,156.49,246000
0.196,95.573,241453
0.515,164.436,241480
0.525,77.597,266107
0.517,124.944,247440
0.429,125.492,256227
0.388,76.239,227093
0.0705,106.665,1122253
0.681,124.184,227840
0.705,199.984,184893
0.577,87.401,271173
0.823,134.845,216893
0.48,74.165,248440
0.887,124.437,235587
0.74,136.566,205200
0.43,80.627,303973
0.761,147.921,287893
0.62,203.006,314120
0.538,145.683,282373
0.699,77.722,377493
0.55,159.305,244507
0.34,76.596,523507
0.655,106.376,193760
0.732,136.748,254627
0.65,83.421,560907
0.367,134.892,619680
0.631,162.609,192240
0.45,80.142,203547
0.466,74.958,220480
0.494,95.837,273373
0.452,139.703,264373
0.839,118.706,142587
0.489,88.036,183413
0.29,76.838,251173
0.542,164.945,186520
0.436,82.746,266067
0.48,99.922,246053
0.191,82.156,155392
0.351,92.327,170547
0.22,131.974,208008
0.594,183.656,216067
0.731,115.99,209427
0.566,138.015,193960
0.738,116.015,209840
0.619,85.998,181253
0.858,131.982,225760
0.449,88.056,275333
0.145,140.061,209987
0.781,113.973,201320
0.58,100.005,234933
0.913,132.029,315173
0.643,103.998,161538
0.812,113.058,158476
0.32,105.995,201515
0.124,114.034,299342
0.18,112.009,214285
0.61,128.501,164363
0.724,119.95,128000
0.724,90.073,192508
0.938,94.034,188956
0.535,86.999,217931
0.441,82.054,152195
0.304,99.986,139200
0.524,89.013,134831
0.557,99.031,135757
0.35,94.996,198316
0.632,100.973,114950
0.165,114.934,267130
0.574,89.011,161422
0.362,153.551,106437
0.608,144.04,257320
0.776,156.086,188709
0.147,63.867,202141
0.527,169.966,193630
0.492,159.983,186000
0.417,112.041,224853
0.258,144.048,284747
0.199,116.619,157267
0.0821,81.961,192560
0.618,58.082,167240
0.515,112.015,158400
0.676,114.161,119560
0.179,58.798,158200
0.938,145.793,87640
0.553,120.807,153360
0.203,98.698,177333
0.578,120.374,126240
0.372,105.926,246533
0.281,97.315,200067
0.564,130.726,191933
0.122,107.469,203133
0.698,143.856,187960
0.227,120.005,160440
0.986,122.52,166333
0.182,82.918,277467
0.262,95.079,201200
0.638,120.281,181067
0.307,102.664,223227
0.847,136.783,201400
0.659,116.615,154733
0.354,117.418,193000
0.327,164.982,216045
0.328,113.02,153982
0.56,102.995,191178
0.491,84.012,267627
0.444,179.181,304613
0.536,123.881,378400
0.454,124.549,309013
0.523,140.385,266227
0.36,128.67,348867
0.307,109.218,372707
0.379,103.888,256760
0.643,142.261,274427
0.36,145.174,362067
0.244,76.992,342360
0.309,81.975,291653
0.325,119.848,594227
0.348,95.14,245987
0.243,78.732,366933
0.558,56.872,708893
0.58,125.716,347133
0.649,189.841,498520
0.79,110.382,187377
0.901,114.943,170267
0.857,121.988,218280
0.961,188.639,166715
0.915,102.521,153549
0.961,103.931,185235
0.834,204.642,198636
0.823,117.899,184373
0.852,114.98,283090
0.897,107.54,197905
0.924,157.83,203626
0.926,119.964,202528
0.889,114.211,213317
0.694,120.04,221258
0.746,117.348,193130
0.138,109.99,160364
0.321,110.074,125455
0.937,137.034,206058
0.826,122.662,205794
0.962,124.99,129621
0.962,182.755,169275
0.911,124.55,170032
0.74,79.066,100024
0.253,152.156,114992
0.896,123.334,162927
0.93,139.956,335822
0.267,177.678,440874
0.0808,144.641,349734
0.523,123.467,299618
0.0999,118.682,555561
0.292,90.047,423790
0.446,123.989,183952
0.796,122.486,180489
0.169,102.686,163577
0.333,131.949,162799
0.138,139.861,164908
0.107,122.055,214712
0.561,85.532,192000
0.581,126.214,219420
0.673,78.091,184615
0.518,138.996,171917
0.753,94.036,224227
0.512,164.997,184909
0.842,110.003,154187
0.532,130.11,226558
0.875,123.997,125806
0.199,169.936,262588
0.142,140.02,324500
0.487,100.029,221125
0.415,139.979,221500
0.496,133.269,236000
0.172,172.124,294013
0.141,133.999,387745
0.168,134.024,478908
0.0392,114.011,441122
0.2,131.965,360811
0.035,126.272,219773
0.147,141.967,276242
0.204,157.123,374132
0.412,127.044,547947
0.647,122.99,245400
0.143,101.799,150280
0.211,114.997,641680
0.197,102.964,289200
0.672,127.185,308037
0.807,138.04,275051
0.11,127.013,1392573
0.127,132.007,1397013
0.0992,111.867,1415667
0.175,159.947,83940
0.816,114.045,172632
0.442,99.977,194400
0.226,150.065,192117
0.286,180.035,216451
0.486,129.977,229040
0.482,174.084,191841
0.493,128.04,200739
0.196,140.04,195546
0.56,101.039,313000
0.143,126.992,264920
0.212,78.042,221656
0.361,75.034,236917
0.454,170.024,235649
0.472,129.983,254886
0.211,110.009,195397
0.0947,176.331,195360
0.115,142.354,202800
0.574,131.68,147347
0.347,106.383,59987
0.521,87.975,79000
0.39,77.016,56680
0.0753,74.368,124747
0.277,69.718,94133
0.0905,181.628,155173
0.067,81.614,174253
0.383,93.575,81013
0.327,101.042,71400
0.16,82.209,54427
0.0376,132.594,83600
0.188,179.587,34827
0.0865,127.067,173320
0.521,122.795,129653
0.259,114.818,67893
0.187,120.126,157293
0.1,137.382,254053
0.439,119.891,51813
0.0776,129.043,176840
0.144,117.938,165747
0.225,79.635,39120
0.0338,137.261,86920
0.133,100.717,136787
0.188,102.923,76613
0.336,119.938,116627
0.469,185.607,64293
0.397,103.131,161480
0.0686,120.015,189107
0.0394,81.819,89360
0.128,74.864,52680
0.379,70.363,86133
0.0596,78.399,140787
0.0372,76.094,67227
0.0907,95.621,43707
0.0331,121.118,56680
0.11,132.617,112880
0.37,135.926,185417
0.832,108.048,336293
0.547,169.933,326787
0.336,99.959,347440
0.853,103.971,341333
0.979,122.043,209307
0.334,103.043,311600
0.809,103.04,359387
0.942,170.07,367360
0.743,110.019,302760
0.557,105.214,223453
0.671,88.01,355520
0.918,98.999,284880
0.246,177.589,115067
0.477,171.291,199973
0.476,158.381,129027
0.178,72.834,93933
0.208,172.492,188000
0.345,127.972,114840
0.223,146.726,77360
0.19,118.449,109040
0.931,110.107,88693
0.713,159.309,129133
0.137,101.675,142133
0.581,106.946,112640
0.247,103.198,151267
0.288,175.209,162133
0.156,106.4,120760
0.0431,108.044,25000
0.256,119.98,305528
0.0396,114.983,225840
0.0486,130.01,222166
0.387,119.114,172200
0.796,144.725,117453
0.754,136.62,245600
0.806,84.602,143800
0.647,80.602,207827
0.828,141.335,149600
0.897,106.467,149867
0.64,130.105,178933
0.321,176.842,181707
0.521,104.872,112400
0.294,103.483,153640
0.834,129.689,176240
0.79,140.607,481467
0.721,171.176,149600
0.743,100.992,217093
0.754,112.644,243133
0.524,114.726,237600
0.587,107.17,244467
0.506,115.715,143107
0.0852,83.591,458293
0.555,148.712,421973
0.158,159.624,699013
0.413,175.168,196400
0.596,130.557,195467
0.322,126.281,194333
0.242,79.963,206533
0.792,119.76,173907
0.489,133.551,173067
0.177,111.553,177707
0.211,101.033,254027
0.284,126.829,352000
0.367,111.065,91667
0.471,88.388,159200
0.637,160.095,285133
0.484,145.814,208467
0.626,125.837,264333
0.774,96.516,326533
0.328,178.94,351867
0.762,104.933,137333
0.364,114.31,361853
0.492,120.435,176027
0.436,84.651,265333
0.505,151.986,544733
0.822,135.485,278200
0.372,98.101,235933
0.337,105.958,189067
0.497,78.501,162467
0.752,118.664,564427
0.776,136.249,287600
0.361,150.847,236173
0.639,172.396,292000
0.622,131.308,161834
0.4,134.129,157031
0.872,110.347,141688
0.498,94.674,158736
0.477,128.666,221235
0.539,124.885,161301
0.22,131.974,208008
0.851,129.845,190152
0.887,120.011,236716
0.74,123.547,209037
0.312,121.88,249681
0.381,120.903,215876
0.282,146.609,1287353
0.307,109.367,1253873
0.281,101.716,786188
0.48,97.44,213160
0.921,106.014,282400
0.198,136.463,275093
0.222,130.968,280400
0.16,117.352,300413
0.398,75.236,297000
0.536,119.613,215427
0.546,142.724,284133
0.284,137.997,254853
0.266,127.209,269880
0.891,102.705,229907
0.623,206.832,220667
0.236,131.702,303533
0.203,132.264,281293
0.514,97.325,194520
0.914,105.972,246280
0.166,134.218,263253
0.494,119.782,214333
0.542,142.603,331013
0.495,97.14,214600
0.122,136.925,285133
0.83,206.161,299360
0.489,88.005,425587
0.681,102.018,405293
0.345,161.086,394107
0.437,153.984,295520
0.502,159.938,392333
0.489,104.621,756360
0.15,81.937,270800
0.33,121.43,32027
0.189,108.451,296867
0.326,100.843,338933
0.169,110.408,281000
0.277,110.983,435893
0.304,111.001,290480
0.389,112.051,273960
0.183,151.469,62133
0.122,114.472,278200
0.0733,121.521,199707
0.293,108.168,308800
0.482,110.272,274800
0.38,111.561,331427
0.196,95.644,128608
0.755,140.019,183818
0.529,127.967,231786
0.575,118.015,191661
0.368,140.017,392760
0.516,139.966,465000
0.426,81.991,434107
0.21,80.045,264000
0.121,75.014,350147
0.0388,159.979,507133
0.0817,79.981,338000
0.34,160.108,311373
0.332,160.066,310667
0.467,88.002,261640
0.052,179.973,294040
0.154,109.997,323173
0.413,179.858,259720
0.618,125.954,202315
0.513,117.94,224994
0.336,104.061,292667
0.38,105.051,302707
0.179,115.754,370240
0.632,184.415,290053
0.0901,138.206,310093
0.313,95.506,176747
0.415,187.994,204120
0.555,126.954,212032
0.536,93.535,225963
0.423,146.841,218069
0.913,151.036,172339
0.382,131.997,205739
0.275,118.855,230187
0.688,169.079,200576
0.258,75.982,225024
0.321,163.049,367872
0.615,168.029,221523
0.274,179.782,229717
0.0876,159.929,264704
0.238,120.045,131968
0.287,110.026,150784
0.572,136.026,195709
0.215,91.914,199634
0.494,151.87,201387
0.398,88.043,195985
0.222,146.524,176118
0.772,118.022,221213
0.676,124.003,209960
0.682,126.958,215160
0.7,126.984,195120
0.38,92.995,233120
0.185,120.034,214120
0.651,126.983,205544
0.902,199.957,230240
0.476,106.983,218120
0.717,126.974,192840
0.593,126.994,195200
0.437,125.025,203520
0.812,126.014,223440
0.288,143.823,238600
0.643,127.982,222960
0.786,127.903,222360
0.339,117.012,190914
0.741,124.895,196750
0.676,104.989,206396
0.686,129.012,193097
0.795,119.915,206309
0.779,122.959,193353
0.63,116.939,230417
0.694,119.962,210511
0.485,121.863,192151
0.926,123.964,216247
0.59,110.01,210842
0.369,147.813,195548
0.291,98.027,238051
0.0998,105.17,261000
0.26,83.456,236098
0.0722,68.593,274302
0.216,160.153,146585
0.451,135.709,301767
0.0361,119.814,212808
0.0668,116.167,190986
0.247,119.79,196511
0.399,104.797,84250
0.377,48.737,170230
0.217,127.975,232505
0.616,120.004,206681
0.148,124.013,222842
0.0383,99.999,193673
0.297,97.025,227629
0.142,181.887,165566
0.174,92.013,271236
0.196,100.011,376980
0.166,160.01,208722
0.0884,105.004,233136
0.123,110.014,232567
0.267,124.006,251655
0.531,109.992,306000
0.032,133.046,264300
0.386,140.078,252009
0.22,142.046,252097
0.316,99.895,197388
0.439,194.058,414257
0.909,140.985,250187
0.694,166.257,375587
0.901,102.128,219920
0.64,177.465,415787
0.827,130.587,208960
0.768,179.501,361147
0.95,113.079,264627
0.777,176.536,321213
0.871,117.624,252627
0.933,92.927,344947
0.822,133.027,225027
0.377,151.348,213973
0.551,89.496,143613
0.34,121.518,211480
0.467,161.418,116667
0.36,141.963,199320
0.707,121.081,179960
0.678,144.191,155960
0.546,111.704,152960
0.447,87.247,134040
0.426,83.897,173027
0.559,129.864,132373
0.318,107.024,142347
0.241,89.007,158547
0.33,83.787,157813
0.868,163.959,225366
0.512,130.021,236917
0.0934,69.37,196849
0.0398,75.871,282053
0.0743,87.08,250293
0.118,59.807,270973
0.0877,88.163,511227
0.0378,83.159,508560
0.0479,81.71,572787
0.0383,95.488,570827
0.0382,90.422,543200
0.113,111.45,463600
0.0853,170.365,165387
0.568,160.043,211512
0.621,160.011,211512
0.285,98.024,186517
0.11,125.189,290297
0.336,156.161,284666
0.167,125.897,211919
0.242,139.949,317628
0.286,170.061,255287
0.82,169.924,156217
0.768,114.111,174049
0.827,92.304,137470
0.583,115.654,206966
0.338,92.379,208169
0.804,94.303,193098
0.861,91.04,131994
0.897,117.632,213410
0.468,100.294,155759
0.797,181.649,123269
0.746,108.936,47345
0.404,145.345,163502
0.286,80.312,278202
0.297,90.064,225830
0.726,126.435,256471
0.756,110.025,173990
0.557,169.947,234787
0.0656,105.994,224027
0.155,120.022,179840
0.322,119.845,96973
0.74,79.689,122240
0.557,181.248,163040
0.187,179.341,112893
0.212,79.576,238827
0.395,119.452,347467
0.0688,95.785,47693
0.304,75.95,440333
0.567,144.628,282240
0.279,114.378,305933
0.428,167.458,202293
0.61,174.035,368333
0.468,136.758,392200
0.0526,90.196,409467
0.309,88.507,249333
0.288,140.005,234533
0.364,143.672,489133
