"valence","tempo","duration_ms"
0.376,145.216,210227
0.147,93.123,206668
0.18,114.554,202249
0.156,97.055,186962
0.655,131.993,231063
0.851,123.89,212493
0.824,136.066,197387
0.564,133.738,260827
0.813,119.919,201560
0.791,133.964,200827
0.821,134.26,239000
0.615,143.412,235640
0.624,140.092,296533
0.934,123.798,362947
0.77,124.212,439027
0.959,123.881,200147
0.786,124.035,248907
0.795,124.045,247000
0.847,134.476,379467
0.596,134.362,381187
0.74,122.172,236507
0.24,110.511,191918
0.628,96.225,153526
0.204,142.093,223440
0.424,179.188,199866
0.927,130.037,219728
0.438,95.034,239327
0.276,159.905,253997
0.388,165.313,218571
0.569,109.719,216137
0.0547,69.75,86701
0.873,160.081,219131
0.114,155.552,262119
0.232,126.002,473822
0.296,128.007,408375
0.376,128.127,370000
0.0965,128.002,357019
0.319,127.017,425641
0.222,127.992,375000
0.422,127.99,474387
0.21,128.007,318000
0.655,127.993,361868
0.167,128.085,379665
0.401,127.994,270000
0.314,127.991,343200
0.404,127.976,390000
0.845,127.997,315000
0.278,127.987,403300
0.483,129.951,373249
0.328,127.997,300000
0.593,127.992,247696
0.0644,127.987,388000
0.122,128.008,322516
0.224,128.019,465069
0.245,127.01,309936
0.416,128.054,265714
0.55,147.368,160000
0.497,180.038,160281
0.455,167.672,197787
0.315,206.585,273640
0.234,85.035,339973
0.446,108.934,260960
0.411,79.805,242667
0.228,94.143,203827
0.176,90.158,323960
0.542,91.277,247960
0.627,91.657,244480
0.127,106.057,308973
0.331,171.173,262640
0.211,102.316,314023
0.308,165.021,235966
0.883,157.4,208680
0.0675,112.449,293025
0.648,154.828,175933
0.694,107.215,181933
0.538,123.698,175867
0.57,80.062,183027
0.558,79.305,183160
0.234,74.561,143493
0.189,104.461,160240
0.564,146.194,149667
0.686,82.749,219507
0.606,90.341,185333
0.186,124.986,422253
0.845,115.693,349667
0.219,119.641,278907
0.123,145.14,325427
0.531,104.609,405253
0.46,134.322,353240
0.86,133.338,488627
0.962,115,213800
0.533,134.069,218627
0.426,131.744,295682
0.627,78.392,148452
0.445,100.05,173500
0.625,82.917,138089
0.508,138.101,240901
0.509,83.346,178376
0.903,74.727,118372
0.308,132.394,144382
0.818,78.049,187617
0.148,126.066,221298
0.873,172.064,159150
0.243,166.271,177122
0.651,134.013,526800
0.77,129.937,216456
0.802,190.13,248361
0.607,188.265,226023
0.396,108.872,219057
0.331,98.352,252494
0.64,109.959,307711
0.525,106.026,126688
0.578,110.104,185388
0.56,130.002,234707
0.254,177.881,210977
0.602,108.324,265033
0.331,94.649,275493
0.657,105.852,219568
0.634,109.923,240280
0.578,135.038,338936
0.131,110.263,237000
0.201,124.032,509440
0.197,149.661,150018
0.123,140.047,187051
0.235,97.009,137979
0.652,127.012,120973
0.696,126.978,98299
0.584,126.95,122880
0.317,126.997,113424
0.363,180.072,144039
0.497,102.256,134034
0.341,103.1,127086
0.626,118.002,196422
0.0736,126.384,214558
0.772,96.035,168490
0.807,91.555,277147
0.197,145.143,427520
0.681,130.883,413333
0.323,96.665,229533
0.788,112.31,231240
0.245,113.821,418373
0.468,129.365,223933
0.859,93.398,188147
0.231,97.461,188547
0.261,87.49,568080
0.0749,152.094,444600
0.27,99.273,288360
0.655,131.871,391320
0.339,130.766,513360
0.0383,141.173,433800
0.264,118.261,427320
0.313,75.99,393120
0.723,124.999,418170
0.142,115.028,102283
0.358,72.747,267511
0.628,151.007,220047
0.19,104.098,260514
0.384,108.783,204779
0.309,123.621,234259
0.297,137.748,268530
0.255,76.773,243195
0.343,137.503,258495
0.215,79.189,233884
0.433,134.767,183552
0.39,81.951,239567
0.437,124.712,212179
0.737,130.001,517201
0.359,113.005,174160
0.69,158.004,241434
0.44,137.962,227630
0.332,80.022,181790
0.681,121.924,213901
0.939,180.404,44532
0.421,89.991,174535
0.15,71.299,199569
0.564,102.031,195163
0.582,89.91,222343
0.713,134.945,78224
0.443,80.015,162002
0.299,110.025,260018
0.265,120.012,212741
0.262,79.89,237766
0.444,90.115,227277
0.342,105.026,280160
0.378,140.076,223171
0.63,120.046,302890
0.257,134.628,253794
0.498,120.086,260478
0.484,140.015,271830
0.208,66.208,216950
0.041,75.115,233320
0.419,101.775,457227
0.484,76.03,403547
0.374,91.562,457267
0.337,81.508,396987
0.409,83.041,582040
0.447,83.735,374053
0.443,75.716,468560
0.403,151.73,347320
0.613,101.993,140491
0.951,160.959,188667
0.969,124.113,236533
0.767,158.654,194973
0.151,102.297,261733
0.736,97.842,162293
0.314,71.159,197040
0.551,78.379,238960
0.961,191.253,174333
0.719,129.636,189173
0.961,160.173,170533
0.792,119.976,169293
0.44,139.443,119827
0.268,112.12,119627
0.115,130.634,433240
0.2,111.011,507027
0.272,96.98,353333
0.0911,127.587,420800
0.151,90.166,130507
0.397,100.437,510760
0.133,181.333,341507
0.237,132.627,500227
0.0743,107.286,900800
0.527,103.244,310973
0.342,96.945,280440
0.499,85.003,273947
0.846,110.813,207187
0.74,116.193,245493
0.477,90.86,212333
0.326,126.727,262373
0.348,75.186,329387
0.743,118.494,270133
0.756,123.88,234813
0.688,97.124,254880
0.664,103.039,312320
0.671,178.19,178947
0.465,93.731,221973
0.215,160.364,477880
0.158,143.177,364320
0.322,168.284,351787
0.249,166.929,548760
0.887,91.966,416987
0.359,183.372,454733
0.216,74.186,280120
0.311,171.429,257533
0.328,159.483,339213
0.27,140.003,411429
0.42,139.863,349714
0.033,71.488,406880
0.0395,85.076,693147
0.0377,85.407,648413
0.0857,75.67,358320
0.793,81.23,508093
0.0532,160.004,385800
0.133,125.576,391947
0.082,66.71,222813
0.0709,102.012,241765
0.861,130.008,488293
0.375,123.437,237027
0.871,131.778,235973
0.369,117.797,258133
0.225,92.487,262027
0.791,136.745,174560
0.458,125.349,231693
0.461,184.432,223600
0.583,116.77,188040
0.755,152.976,191960
0.279,125.947,219107
0.427,94.535,193427
0.396,90.562,235200
0.469,140.479,194373
0.59,136.822,205733
0.238,115.309,307867
0.236,108.54,205625
0.399,140.145,267865
0.502,136.043,196162
0.749,90.04,182973
0.604,126.023,173314
0.171,75.063,209723
0.427,134.838,210466
0.725,168.009,236844
0.584,125.964,281426
0.274,83.058,181209
0.859,87.961,165976
0.516,119.817,192911
0.931,125.102,232093
0.689,142.958,237413
0.31,132.923,260960
0.961,100.286,229160
0.612,156.652,227773
0.736,182.309,294333
0.288,126.851,216467
0.394,131.8,288560
0.7,143.231,229387
0.951,124.565,257467
0.918,124.748,214867
0.166,131.808,230960
0.264,120.175,216440
0.149,122.006,205760
0.37,119.957,200840
0.322,139.981,301240
0.595,71.989,272880
0.191,145.625,223893
0.188,132.77,273653
0.128,120.047,282000
0.535,137.011,129733
0.397,108.998,291440
0.0885,120.148,174000
0.689,106.953,188411
0.733,174.029,94084
0.389,146.909,87522
0.239,135.967,129080
0.658,139.937,123385
0.262,120.989,141546
0.961,150.993,114643
0.409,186.771,269560
0.211,79.365,474293
0.0546,87.511,334440
0.103,80.673,363333
0.0383,99.075,200440
0.0672,97.478,719267
0.272,103.337,138933
0.162,82.427,377227
0.235,91.47,315440
0.0355,94.423,217933
0.0698,135.939,169733
0.0534,96.354,284227
0.0593,76.968,434240
0.254,113.284,351507
0.0765,80.582,500760
0.0756,77.194,296907
0.138,91.319,331293
0.121,84.509,765973
0.0729,91.353,260093
0.0416,91.284,317640
0.0614,96.208,739493
0.144,85.606,501373
0.155,84.696,353333
0.0686,97.895,1016027
0.792,107.434,219440
0.486,111.044,298467
0.528,126.186,282800
0.777,75.09,310627
0.876,83.08,298933
0.963,183.998,276120
0.674,125.725,329573
0.613,98.961,285960
0.594,156.128,303840
0.21,87.75,222987
0.545,99.998,214907
0.149,120.918,357600
0.0445,62.993,254360
0.93,125.682,180160
0.731,92.552,315173
0.74,151.926,343173
0.747,165.839,259160
0.336,86.527,121867
0.338,135.963,373613
0.28,110.934,361600
0.114,113.187,370520
0.573,142.268,350773
0.474,94.839,431467
0.559,129.079,385507
0.428,112.895,184360
0.258,117.114,578640
0.385,104.998,306347
0.752,94.021,249760
0.445,174.905,473147
0.278,71.481,341627
0.068,122.966,207818
0.352,140.071,158823
0.0582,149.062,169273
0.142,75.499,151393
0.255,134.003,166567
0.15,119.164,115681
0.421,139.194,155851
0.15,77.339,164869
0.129,131.029,201000
0.426,133.949,201966
0.0967,130.195,156923
0.819,122.037,190078
0.584,127.037,179055
0.329,81.003,268792
0.275,97.744,336293
0.147,139.09,369973
0.302,120.379,449800
0.289,169.917,240653
0.297,78.226,389307
0.239,180.921,403400
0.295,106.586,286373
0.403,100.621,286533
0.183,91.226,305533
0.169,82.35,493693
0.215,164.084,614093
0.238,84.064,422227
0.386,169.837,349947
0.275,159.895,358640
0.275,184.052,326040
0.288,92.015,316107
0.379,96.008,614147
0.0398,76.103,515987
0.496,133.016,392253
0.122,119.932,164442
0.344,123.968,262360
0.441,170.086,235133
0.0398,106.983,78107
0.133,89.961,240027
0.199,149.923,333813
0.259,130.042,255240
0.353,150.028,257627
0.234,109.041,247147
0.135,135.012,311587
0.374,159.935,176813
0.247,159.928,203987
0.742,159.952,63173
0.121,134.996,117973
0.349,160.013,227533
0.0921,123.997,268920
0.345,130.117,264667
0.173,169.961,337373
0.451,108.827,237920
0.172,150.02,316520
0.116,154.275,327573
0.14,82.956,614187
0.0972,100.105,451613
0.677,130.073,153653
0.539,134.091,102101
0.531,137.013,125749
0.223,129.768,119125
0.511,114.01,196206
0.642,117.95,212062
0.237,122.063,173012
0.33,85.47,47560
0.649,108.79,240267
0.7,104.071,244800
0.458,83.297,228440
0.618,135.988,217360
0.183,72.392,157507
0.366,88.101,90560
0.722,108.373,197707
0.736,116.663,301133
0.572,137.123,305493
0.331,97.069,301867
0.157,141.171,330240
0.35,94.337,299067
0.696,107.167,288560
0.591,129.625,194067
0.689,105.029,208133
0.542,116.831,758600
0.283,95.216,243400
0.689,145.422,147351
0.543,132.011,207763
0.693,100.086,195773
0.745,107.947,188760
0.762,127.772,161627
0.703,108.124,183240
0.959,139.86,274267
0.54,200.107,246933
0.582,96.109,180293
0.64,78.081,155213
0.407,144.208,215733
0.818,172.443,184840
0.533,145.195,105773
0.282,88.412,136200
0.253,122.85,204533
0.243,88.459,770800
0.142,86.811,237040
0.293,96.8,35120
0.435,121.673,224120
0.0642,97.486,55947
0.305,77.73,128880
0.0926,88.654,67533
0.128,83.968,271853
0.321,96.426,98333
0.146,140.57,374987
0.603,172.323,69227
0.391,89.637,48587
0.743,83.35,178373
0.234,95.078,55893
0.461,75.763,203547
0.286,81.84,69587
0.354,90.033,218000
0.586,79.738,332813
0.185,97.913,151253
0.382,136.449,271160
0.274,114.788,232987
0.315,95.921,129360
0.158,105.915,49773
0.517,106.694,180920
0.413,66.905,85360
0.656,93.733,208533
0.299,112.386,185440
0.428,127.726,124800
0.236,79.682,1016307
0.151,80.002,1206000
0.704,133.011,520707
0.246,132.996,435907
0.239,100.012,310332
0.961,135.048,151462
0.692,84.947,172588
0.639,81.106,238759
0.172,136.01,212647
0.825,117.547,179334
0.116,83.979,194323
0.588,154.044,187008
0.159,82.609,198069
0.398,84.019,270444
0.828,121.974,101040
0.686,156.913,183760
0.49,161.926,210373
0.867,130.969,197800
0.607,165.948,190467
0.547,141.991,234400
0.918,130.362,187840
0.378,163.815,319520
0.262,100.996,88920
0.577,151.968,180707
0.546,148.92,189973
0.687,121.014,200587
0.539,99.547,214173
0.432,132.01,217573
0.376,140.812,212040
0.632,166.832,230627
0.724,168.032,194907
0.66,117.984,188320
0.587,165.014,154680
0.732,143.95,205333
0.421,140.01,181714
0.238,82.487,122500
0.557,95.005,216000
0.553,184.78,228000
0.584,135.273,255122
0.509,95.03,187000
0.57,186.757,210875
0.524,204.709,242000
0.274,124.889,187500
0.496,98.585,180456
0.279,82.855,199758
0.341,75.805,242364
0.267,146.31,131840
0.39,84.65,265848
0.217,59.426,200673
0.238,139.437,255399
0.178,134.905,222407
0.187,65.564,246962
0.316,122.565,279589
0.44,148.85,154122
0.234,95.85,185966
0.145,85.17,375980
0.0326,105.508,342912
0.0457,105.022,329318
0.548,200.086,276136
0.0393,102,265909
0.0331,89.591,249886
0.0551,87.602,455455
0.0338,97.981,403636
0.0278,179.971,98182
0.0374,84.351,295909
0.687,124.936,90682
0.0731,74.127,310909
0.028,65.292,368684
0.509,112.054,283636
0.0355,97.814,328636
0.193,119.962,256253
0.378,80.015,207640
0.112,113.503,238600
0.268,113.997,222293
0.453,125.1,172307
0.107,172.191,240080
0.27,133.974,204587
0.101,72.109,89880
0.2,151.535,207933
0.203,95.541,179800
0.0854,129.947,272613
0.169,118.462,95947
0.04,139.778,91280
0.176,64.296,112467
0.356,96.541,128227
0.644,120.184,125000
0.256,112.222,49280
0.224,135.359,296973
0.0737,117.239,197120
0.379,115.92,162827
0.139,97.038,162333
0.507,145.054,179444
0.185,125.008,271720
0.726,83.876,217282
0.59,166.507,139820
0.738,118.078,197288
0.821,77.904,146087
0.169,111.31,192415
0.72,124.998,149265
0.782,130.027,193320
0.778,141.031,223219
0.366,118.019,191250
0.364,96.019,204500
0.385,121.983,266000
0.409,111.873,284000
0.48,105.013,311500
0.311,127.513,667453
0.232,80.048,100680
0.276,117.22,626467
0.267,81.698,534493
0.268,90.023,697307
0.283,76.335,333413
0.294,94.582,544493
0.216,76.375,428707
0.287,138.822,539920
0.388,107.761,135947
0.296,117.614,152973
0.313,91.321,209427
0.0714,120.587,227507
0.343,113.994,157893
0.289,76.575,193667
0.578,81.235,143467
0.121,69.041,276600
0.317,94.412,230093
0.128,174.497,183133
0.115,122.769,254840
0.0606,175.895,284933
0.589,148.901,124760
0.0656,67.101,233240
0.0529,61.831,173333
0.425,129.996,254769
0.245,128.02,245625
0.14,176.036,291818
0.0316,159.975,410941
0.586,93.145,224516
0.784,80.033,233589
0.495,162.056,218979
0.55,79.199,370039
0.383,124.012,410376
0.93,130.001,152930
0.178,101.274,515640
0.412,67.677,371267
0.516,156.668,305453
0.735,143.136,220800
0.166,89.449,172853
0.198,112.535,377933
0.742,107.975,304947
0.761,75.041,309453
0.117,115.212,369987
0.323,106.28,488227
0.966,121.999,284013
0.539,105.399,447333
0.285,143.985,305533
0.371,94.464,164533
0.673,110.694,207093
0.298,81.07,166387
0.353,72.287,124200
0.96,151.975,232000
0.0416,129.785,254040
0.339,94.402,231627
0.852,94.96,235000
0.961,200.354,295173
0.533,142.228,350400
0.33,126.303,369840
0.694,182.864,312253
0.748,153.979,250707
0.525,154.053,390707
0.966,175.776,194240
0.694,124.75,312040
0.417,112.023,183387
0.378,76.055,143160
0.25,90.01,312240
0.227,76.203,537627
0.61,77.858,326400
0.254,85.603,799027
0.567,79.174,341987
0.963,184.008,276493
0.292,99.775,389680
0.46,135.991,587560
0.322,114.872,709533
0.503,136.627,773547
0.42,102.754,598267
0.598,156.168,301027
0.668,154.012,286400
0.203,121.75,584693
0.528,96.588,495720
0.4,82.288,235227
0.239,110.245,217173
0.214,87.987,247320
0.859,90.015,225200
0.207,152.214,153320
0.701,86.98,213253
0.686,75.91,240213
0.369,147.02,234787
0.309,162.174,130040
0.548,162.067,138840
0.342,166.217,283493
0.4,98.473,152747
0.354,86.213,227400
0.346,89.593,212587
0.454,87.908,218147
0.428,87.779,231453
0.404,74.659,252733
0.297,149.948,188773
0.268,74.929,285213
0.514,153.052,234613
0.498,150.375,145680
0.63,150.607,292693
0.246,155.317,243507
0.0952,147.98,186107
0.238,140.044,207429
0.204,128.044,193125
0.306,129.953,173538
0.115,140.127,191319
0.111,129.962,211902
0.292,69.269,154286
0.111,120.001,164182
0.297,72.053,221600
0.507,199.892,226701
0.175,139.937,157061
0.134,120.028,240418
0.137,95.02,184421
0.724,139.898,212571
0.197,127.916,135000
0.22,139.953,211400
0.381,145.077,139241
0.205,145.056,195196
0.0711,99.989,220800
0.268,132.422,132932
0.155,130.084,263154
0.229,79.968,216000
0.193,139.897,205732
0.0837,74.997,192000
0.221,140.058,144000
0.264,150.004,198645
0.355,148.938,161490
0.122,120.146,185524
0.0388,90.985,193433
0.608,150.026,183599
0.21,120.049,232505
0.0468,150.001,211200
0.245,74.829,310863
0.169,143.008,155798
0.303,75.044,142964
0.0591,140.056,154846
0.285,75.088,199080
0.317,146.876,172704
0.435,139.969,147400
0.3,140.05,167823
0.595,150.398,521067
0.726,176.13,348267
0.559,168.616,307680
0.659,82.025,411160
0.533,115.041,151987
0.595,114.96,302333
0.47,179.857,460507
0.903,132.684,174640
0.591,142.761,297640
0.669,105.225,240253
0.545,176.504,408547
0.75,172.923,471187
0.77,113.921,149320
0.624,102.92,219253
0.48,111.98,192387
0.655,166.09,182200
0.43,94.996,222947
0.421,112.952,213493
0.805,101.076,160453
0.851,106.962,206307
0.277,104.027,228120
0.657,133.004,206160
0.699,127.977,241440
0.423,151.938,216813
0.23,121.938,217080
0.724,106.989,210853
0.695,169.877,185493
0.445,170.05,195213
0.407,135.993,184200
0.363,123.942,183160
0.573,107.98,210920
0.17,116.014,178493
0.0393,60.019,286027
0.345,169.997,215293
0.977,122.965,142320
0.766,135.979,207747
0.541,120.017,222840
0.194,189.849,174533
0.254,135.945,184267
0.0355,68.078,284040
0.277,175.227,237509
0.0744,179.851,400706
0.236,94.691,261583
0.276,175.228,237509
0.169,90.352,261481
0.216,119.617,428330
0.142,124.963,200991
0.123,92.467,432926
0.122,93.467,230647
0.131,115.491,289892
0.0918,125.22,318165
0.0742,180.271,400706
0.755,82.89,216187
0.772,117.446,216760
0.474,151.584,420533
0.758,136.264,229560
0.464,93.378,160000
0.356,169.351,185500
0.428,147.388,130000
0.676,180.208,124500
0.846,89.71,179522
0.724,96.523,158000
0.405,93.898,96000
0.682,90.341,81000
0.459,97.181,152500
0.634,181.417,137500
0.88,89.991,224500
0.865,96.858,86000
0.627,82.092,151000
0.623,175.92,137500
0.0695,192.028,128209
0.744,125.003,526817
0.718,142.043,308362
0.306,142.986,802451
0.527,100.241,206060
0.334,109.464,297810
0.298,96.831,242354
0.613,120.68,208869
0.0384,107.761,154636
0.244,82.649,199518
0.148,180.084,315173
0.257,133.501,183520
0.164,141.966,233093
0.309,128.52,284947
0.434,97.684,164907
0.0377,76.741,279267
0.158,98.359,291600
0.764,121.471,209187
0.602,95.897,255147
0.08,133.407,264533
0.167,80.045,264280
0.415,77.928,242493
0.553,89.774,279693
0.683,133.965,239120
0.208,112.931,275640
0.386,79.971,228413
0.0384,78.552,149040
0.225,106.921,127720
0.323,80.948,240720
0.304,83.732,188040
0.279,125.794,269867
0.156,83.238,230893
0.143,152.029,357880
0.0601,136.395,319533
0.115,72.411,282013
0.264,77.948,192867
0.416,147.958,232920
0.0862,140.189,259787
0.039,89.806,235747
0.605,160.37,206933
0.367,200.181,166782
0.0735,139.965,199017
0.0353,83.039,129173
0.0389,140.021,226053
0.0716,139.995,193453
0.0356,136.363,191560
0.121,139.958,157023
0.0387,99.937,291950
0.0331,97.644,179293
0.133,100.014,362080
0.0998,159.465,179224
0.167,82.249,116547
0.622,137.438,202214
0.468,77.831,209659
0.23,78.906,98586
0.543,130.132,176431
0.675,139.745,196370
0.844,72.047,199262
0.694,76.064,202105
0.353,87.481,145685
0.543,122.623,321009
0.516,81.171,180292
0.394,129.275,120398
0.433,79.985,123402
0.728,176.646,261097
0.659,157.507,126120
0.583,186.168,207827
0.435,124.325,400573
0.576,102.9,286187
0.93,126.197,283173
0.928,130.299,340280
0.112,163.986,302600
0.0923,145.37,296893
0.265,172.104,314699
0.29,174.013,289774
0.146,107.442,302057
0.239,174.029,336552
0.526,83.295,183693
0.256,88.763,217387
0.127,138.737,269587
0.641,166.867,192200
0.336,144.808,225680
0.519,156.385,192453
0.0424,124.728,324093
0.172,131.015,211787
0.488,148.098,222093
0.159,111.047,305693
0.0783,109.974,144130
0.125,102.069,132923
0.834,160.005,182710
0.0634,99.993,160446
0.416,84.027,171615
0.536,100,200419
0.281,95.749,252173
0.507,159.106,339253
0.447,176.241,196147
0.886,129.907,148147
0.714,117.674,211253
0.277,100.325,83880
0.35,73.521,399413
0.322,113.163,67080
0.744,119.661,118693
0.587,114.352,232173
0.714,112.307,77333
0.246,102.5,102533
0.113,91.639,80613
0.342,123.014,78707
0.756,92.681,268827
0.128,94.686,161280
0.515,137.077,211187
0.532,93.94,183720
0.677,125.814,205827
0.0413,136.883,83800
0.159,109.941,531600
0.328,81.897,174433
0.761,100.005,161613
0.41,85.223,196560
0.823,187.321,201147
0.484,80.272,264707
0.513,119.833,308187
0.583,86.237,210200
0.307,106.045,258213
0.514,152.148,190760
0.652,147.666,172427
0.533,200.264,198920
0.15,82.953,280173
0.558,165.904,252707
0.461,168.713,196093
0.403,85.866,244253
0.682,89.984,168947
0.55,125.862,228947
0.43,140.973,240120
0.818,99.975,178200
0.57,80.001,205267
0.794,94.976,174787
0.685,116.15,180973
0.554,67.505,225440
0.714,107.13,209573
0.494,144.877,205880
0.699,139.045,239160
0.479,123.787,271440
0.574,142.244,293587
0.603,109.495,293227
0.822,97.49,252427
0.382,114.869,390853
0.972,111.746,148000
0.358,166.491,298973
0.704,104.002,249533
0.641,142.934,233787
0.597,120.051,233733
0.39,123.623,207173
0.162,147.994,233876
0.497,142.155,234880
0.349,92.966,221067
0.0791,125.069,224448
0.479,131.012,250405
0.156,112.095,223005
0.0742,126.894,241707
0.422,115.806,143445
0.282,118.931,216720
0.426,111.996,183109
0.552,120.769,175168
0.372,124.501,170069
0.103,68.681,303838
0.0388,73.7,68590
0.452,72.301,69637
0.0391,67.464,89265
0.0371,130.533,147819
0.0121,110.863,63141
0.0561,108.699,170395
0.169,150.102,95846
0.0297,126.711,98847
0.0319,78.989,57819
0.0731,80.962,30515
0.0388,73.274,65270
0.0773,119.919,43925
0.0396,79.69,129445
0.069,62.919,55121
0.0364,67.293,179571
0.233,72.955,156733
0.0381,68.061,91261
0.039,86.231,137327
0.825,123.983,202760
0.621,113.993,176773
0.237,175.979,259280
0.936,135.987,194227
0.352,100.069,217173
0.403,180.022,285667
0.21,114.929,248978
0.234,109.987,268364
0.197,100.002,225300
0.378,114.992,386217
0.382,155.085,249290
0.207,120.01,288250
0.344,165.07,184727
0.15,75.744,222400
0.271,130.023,301923
0.719,123.012,206920
0.617,145.035,243654
0.71,123.963,271956
0.375,124.997,195768
0.589,125.992,212540
0.348,149.838,101283
0.0499,120.003,270027
0.517,150.979,296367
0.301,79.918,247421
0.562,130.025,251048
0.56,74.976,207806
0.671,160.054,212666
0.654,115.924,166852
0.38,132.021,203157
0.36,76.221,198636
0.724,122.021,180718
0.525,139.996,195470
0.323,151.095,222998
0.132,119.978,290844
0.381,78.018,334914
0.628,119.003,166948
0.729,132.915,190359
0.492,171.84,265365
0.636,140.025,211945
0.701,146.141,140945
0.766,121.984,191763
0.456,101.977,227173
0.346,99.458,224187
0.465,125.962,99840
0.116,128,230053
0.181,126.137,250373
0.191,150.185,113547
0.0961,162.174,266613
0.393,149.964,260573
0.185,128.093,231373
0.11,99.548,167600
0.263,131.843,267853
0.106,184.548,253187
0.259,70.106,280400
0.816,124.968,226373
0.511,91.977,311280
0.891,119.994,210613
0.66,102.007,242941
0.134,125.83,301730
0.237,123.052,294731
0.675,109.859,241179
0.354,112.252,210139
0.629,107.643,225853
0.963,121.915,223253
0.69,127.224,225627
0.885,111.956,211013
0.867,156.578,183107
0.664,122.425,254707
0.911,126.513,255160
0.37,115.522,286107
0.78,122.132,257827
0.419,127.035,92630
0.597,126.985,111540
0.525,125.023,134444
0.644,89.991,124000
0.467,126.975,90667
0.818,192.015,150500
0.253,130.007,114667
0.182,160.04,90000
0.834,124.918,539840
0.773,119.607,653240
0.563,144.159,770600
0.327,61.793,571960
0.755,126.873,403333
0.371,141.045,654427
0.723,100.526,633200
0.306,89.751,670800
0.589,64.047,863000
0.7,172.366,628907
0.746,130.613,641360
0.506,115.254,812773
0.447,159.539,213375
0.0366,64.605,336733
0.0798,62.564,265173
0.0598,67.802,376333
0.0389,65.389,247427
0.0714,61.949,206000
0.0938,69.957,262533
0.0385,72.415,316227
0.0383,67.76,331733
0.0825,65.045,286773
0.0934,64.521,287467
0.0848,76.575,352760
0.037,173.895,337933
0.0389,72.029,355640
0.0871,77.543,403200
0.062,75.491,300867
0.0395,54.489,298293
0.0398,73.835,400267
0.0523,72.195,331200
0.0397,71.256,232573
0.0884,72.06,237933
0.479,130.03,185333
0.598,106.374,199907
0.145,81.288,245067
0.787,111.108,156133
0.311,127.198,214213
0.261,126.644,283667
0.791,132.084,199827
0.328,78.742,202733
0.517,154.062,224667
0.255,97.511,224067
0.916,149.635,316693
0.926,123.506,180973
0.333,75.33,232800
0.948,166.556,150813
0.263,78.233,238720
0.683,124.347,183267
0.453,101.546,333867
0.294,73.782,226427
0.705,135.41,224680
0.31,79.629,189973
0.892,165.389,191667
0.374,126.945,198227
0.517,117.307,192867
0.944,133.387,220867
0.448,116.633,289560
0.397,103.59,214933
0.471,103.488,246773
0.539,117.914,222200
0.934,140.45,206733
0.244,82.354,196773
0.672,85.873,238427
0.305,119.542,200467
0.419,116.944,287067
0.651,137.792,186693
0.947,134.065,186040
0.267,80.267,168200
0.294,79.466,191707
0.766,166.454,262427
0.295,118.317,257920
0.88,150.783,249933
0.28,131.335,180613
0.558,76.408,220133
0.814,146.147,265067
0.818,116.96,172307
0.241,73.953,222400
0.701,76.006,234040
0.318,80.77,245160
0.578,106.881,221200
0.168,160.79,212173
0.667,131.418,158533
0.314,141.923,180173
0.0394,80.033,95907
0.0369,119.726,47160
0.183,83.877,106053
0.0781,141.586,143480
0.0425,116.275,99147
0.0434,98.008,134627
0.592,114.37,57240
0.0337,167.515,56853
0.144,70.482,75973
0.117,145.792,92507
0.0369,123.99,175747
0.0722,83.941,124733
0.0933,152.957,83973
0.0953,100.754,79853
0.0535,56.746,160013
0.357,93.207,99573
0.185,168.418,81333
0.0371,125.291,53467
0.0336,71.532,108387
0.0318,98.097,230040
0,0,62493
0.0718,144.388,211253
0.693,82.353,51213
0.136,88.971,142547
0.0508,99.789,218667
0.152,75.122,319067
0.0398,92.384,338373
0.257,118.177,147933
0.0386,102.738,114640
0.0366,86.072,163867
0.275,89.067,75147
0.034,112.247,110467
0.0692,92.948,167933
0.0386,171.468,322453
0.0591,72.294,160347
0.0576,65.319,209867
0.0397,89.131,173227
0.113,47.87,72587
0.035,85.282,75560
0.0658,169.558,102653
0.052,77.76,63280
0.171,113.98,137907
0.0685,95.367,71080
0.187,97.352,46653
0.396,120.253,173307
0.221,86.332,102160
0.224,121.587,155067
0.0802,144.432,121867
0.0704,125.56,144813
0.0361,180.415,99040
0.0614,145.886,88733
0.0598,95.548,182760
0.881,134.406,120187
0.628,138.624,91467
0.47,133.257,155467
0.657,115.989,130760
0.585,88.615,129360
0.279,133.898,131960
0.492,116.283,181453
0.572,180.366,185253
0.57,142.974,167800
0.473,74.38,87587
0.455,127.912,128293
0.683,171.351,123080
0.58,173.302,82973
0.336,132.047,228507
0.632,143.688,157987
0.538,139.615,192027
0.443,78.434,148080
0.277,138.417,235720
0.0484,141.5,190080
0.0357,81.618,251133
0.0847,71.809,123680
0.0334,81.156,149107
0.04,77.792,173173
0.0349,81.773,225773
0.0543,78.89,133120
0.0396,62.249,208947
0.0848,79.267,159587
0.202,125.701,139280
0.39,78.927,93933
0.12,133.276,201413
0.0361,104.181,163080
0.0508,128.225,155067
0.156,122.309,96133
0.0358,137.37,281893
0.0379,110.196,261280
0.0504,110.818,164627
0.0723,110.977,156733
0.0274,133.649,104293
0.0393,88.329,163907
0.0392,127.969,325867
0.101,78.964,363425
0.653,155.926,176540
0.727,152.965,140490
0.42,158.025,291307
0.511,126.107,170188
0.493,150.018,204817
0.452,89.917,111949
0.904,150.02,172225
