"loudness","mode","speechiness"
-4.536,1,0.0844
-3.526,1,0.0702
-3.558,0,0.0767
-4.288,1,0.0418
-3.742,1,0.032
-8.071,1,0.0313
-3.728,1,0.0396
-4.64,1,0.0547
-2.901,0,0.115
-4.181,0,0.108
-6.667,1,0.0443
-8.304,1,0.0287
-6.578,0,0.0401
-11.105,1,0.0252
-7.098,1,0.0329
-11.115,1,0.0311
-7.417,1,0.0284
-9.775,1,0.0483
-10.218,1,0.0406
-10.09,1,0.0481
-10.535,1,0.0321
-6.485,1,0.0418
-8.328,1,0.0287
-8.353,0,0.0305
-8.998,1,0.025
-5.182,1,0.034
-4.499,0,0.0613
-6.234,1,0.0416
-8.839,0,0.0247
-6.807,1,0.0539
-7.49,0,0.0401
-7.435,1,0.0268
-5.36,1,0.0509
-7.781,0,0.0744
-6.677,1,0.0539
-5.268,1,0.0532
-9.947,1,0.028
-21.111,0,0.0489
-7.512,1,0.113
-7.972,1,0.0396
-3.505,1,0.059
-10.166,1,0.032
-5.42,1,0.0354
-6.054,1,0.051
-9.066,0,0.0232
-4.873,0,0.0408
-6.878,0,0.105
-6.16,1,0.028
-5.77,0,0.0363
-7.389,1,0.0627
-7.056,1,0.0305
-7.788,0,0.026
-5.278,0,0.0548
-13.307,1,0.0347
-14.109,1,0.0329
-13.223,1,0.0297
-11.228,1,0.028
-11.718,0,0.0314
-12.116,1,0.0262
-11.826,1,0.0262
-13.486,1,0.0289
-6.965,1,0.0371
-8.32,1,0.0308
-8.378,1,0.0344
-6.9,1,0.0385
-8.281,0,0.0306
-8.152,0,0.0296
-6.819,0,0.0384
-7.221,1,0.029
-8.617,0,0.0251
-7.044,1,0.0302
-6.645,1,0.0333
-8.216,1,0.0282
-7.214,1,0.0334
-6.575,1,0.0283
-7.151,1,0.0358
-7.466,1,0.0251
-8.427,1,0.0342
-5.796,0,0.0394
-5.982,1,0.0342
-8.707,1,0.0262
-7.947,1,0.0339
-15.168,1,0.0809
-14.676,1,0.0703
-14.032,1,0.0593
-14.888,1,0.129
-16.832,1,0.0295
-14.798,1,0.029
-14.115,1,0.0343
-15.69,0,0.0809
-15.547,0,0.0314
-13.822,1,0.0645
-12.182,0,0.0474
-10.853,1,0.0273
-12.191,0,0.0424
-11.849,1,0.0409
-10.057,1,0.0376
-10.245,1,0.041
-11.952,1,0.0626
-14.041,1,0.0517
-11.041,0,0.0295
-11.016,1,0.0794
-19.693,0,0.0442
-23.799,0,0.0359
-24.186,0,0.0407
-30.205,0,0.0346
-23.243,1,0.0379
-25.49,0,0.0325
-28.797,0,0.0413
-28.238,1,0.0353
-25.334,1,0.0364
-19.515,0,0.0381
-17.931,1,0.0299
-15.358,0,0.0331
-21.303,0,0.0375
-17.446,1,0.0302
-19.936,1,0.0475
-14.43,1,0.0376
-19.488,1,0.0375
-14.828,1,0.0311
-22.734,1,0.0396
-17.98,1,0.034
-21.238,1,0.0419
-20.521,1,0.0372
-22.418,1,0.043
-12.238,1,0.0306
-18.32,1,0.049
-17.49,1,0.0369
-10.818,1,0.0975
-17.231,1,0.0401
-15.977,0,0.0618
-12.864,1,0.0762
-16.899,1,0.0477
-16.593,1,0.0377
-13.457,1,0.0349
-19.091,1,0.0389
-12.129,1,0.0393
-14.337,1,0.0319
-16.051,1,0.0352
-12.948,1,0.028
-17.568,1,0.0389
-13.917,1,0.0387
-18.955,1,0.0496
-17.798,1,0.0363
-14.59,0,0.037
-15.478,1,0.0387
-13.88,1,0.0362
-14.615,1,0.0488
-14.723,1,0.0413
-14.464,1,0.0318
-17.749,1,0.0274
-14.635,0,0.0288
-18.392,1,0.041
-12.689,1,0.035
-14.273,1,0.0283
-14.632,1,0.0422
-18.249,1,0.0304
-13.43,1,0.0307
-17.397,1,0.03
-17.703,1,0.0312
-14.709,1,0.0356
-17.141,1,0.0288
-19.269,1,0.0403
-11.623,1,0.0519
-13.027,0,0.0452
-14.547,0,0.0476
-15.937,0,0.0882
-15.201,1,0.0404
-13.69,0,0.0548
-15.808,1,0.0554
-23.843,0,0.0376
-22.342,0,0.0488
-18.65,0,0.037
-24.055,0,0.0336
-25.348,1,0.924
-10.888,1,0.124
-11.405,1,0.0649
-12.781,1,0.0448
-12.692,0,0.0722
-21.788,0,0.933
-12.385,0,0.0525
-13.933,0,0.0329
-12.325,0,0.0371
-19.508,1,0.52
-13.824,1,0.0467
-13.399,1,0.0386
-28.317,1,0.0945
-10.227,1,0.0417
-17.728,1,0.0537
-24.34,1,0.0461
-20.254,1,0.0587
-19.386,1,0.0344
-25.038,0,0.0439
-19.656,1,0.0363
-30.352,1,0.042
-19.667,1,0.0404
-27.108,1,0.0406
-22.072,0,0.0478
-18.911,1,0.0352
-35.316,1,0.0434
-16.902,1,0.0437
-6.309,1,0.0374
-6.837,1,0.0419
-8.802,1,0.0351
-6.66,1,0.0351
-19.935,1,0.0355
-11.722,1,0.0292
-15.672,1,0.0636
-10.568,1,0.0397
-8.285,1,0.036
-12.29,1,0.0267
-10.343,1,0.0338
-14.172,1,0.0349
-8.362,1,0.0338
-13.263,1,0.0279
-10.033,1,0.0355
-7.08,1,0.0347
-12.67,1,0.0282
-17.82,1,0.044
-15.275,1,0.0294
-13.99,1,0.0309
-15.123,0,0.0306
-15.961,1,0.04
-18.916,1,0.0403
-15.494,1,0.0354
-17.7,0,0.0749
-15.365,1,0.0388
-15.472,1,0.0283
-15.972,1,0.0566
-15.746,1,0.0384
-5.147,1,0.0492
-8.033,1,0.0281
-7.833,1,0.0293
-6.196,1,0.0299
-6.536,0,0.061
-6.698,1,0.0277
-7.455,1,0.0304
-6.833,1,0.0383
-7.873,1,0.0251
-6.939,1,0.0738
-8.946,1,0.026
-7.942,1,0.0344
-9.913,1,0.0273
-9.265,1,0.0355
-10.385,1,0.0296
-10.413,1,0.032
-9.403,1,0.0361
-8.838,1,0.03
-8.166,1,0.0265
-7.585,1,0.0306
-8.599,1,0.0258
-9.907,1,0.0466
-8.873,1,0.0446
-9.088,1,0.0313
-14.041,0,0.079
-7.627,0,0.0409
-9.117,1,0.0272
-10.429,1,0.0715
-8.866,0,0.0328
-8.987,1,0.0325
-9.863,1,0.0387
-10.262,1,0.0295
-11.356,0,0.0292
-9.745,0,0.345
-7.773,0,0.209
-20.712,1,0.0338
-6.602,1,0.0592
-7.308,0,0.15
-7.21,1,0.0538
-31.663,1,0.0412
-11.035,1,0.0763
-24.965,1,0.0421
-13.082,1,0.151
-11.639,0,0.037
-9.862,0,0.0773
-7.475,0,0.58
-15.616,1,0.129
-3.709,1,0.0335
-4.107,0,0.0304
-5.427,1,0.0353
-4.828,1,0.03
-4.738,1,0.0281
-5.076,1,0.0255
-5.741,0,0.0326
-4.052,0,0.0402
-4.819,1,0.0308
-5.387,1,0.0314
-5.163,1,0.0287
-3.205,1,0.0422
-8.789,0,0.045
-15.753,1,0.0356
-14.218,0,0.0354
-18.535,1,0.0335
-18.047,1,0.033
-17.568,1,0.0307
-16.277,1,0.0411
-13.045,1,0.0489
-13.54,1,0.0382
-21.279,1,0.0434
-18.905,1,0.0406
-16.404,1,0.0444
-7.917,1,0.0356
-6.64,0,0.0628
-7.913,1,0.0264
-8.335,0,0.0321
-6.016,1,0.0732
-7.086,1,0.0337
-8.89,1,0.0279
-5.558,1,0.059
-8.644,1,0.0272
-8.303,1,0.0324
-6.316,0,0.0378
-9.207,1,0.0318
-5.491,1,0.113
-7.067,1,0.107
-9.555,1,0.0253
-9.129,1,0.123
-7.445,1,0.0504
-5.784,0,0.0598
-6.191,1,0.0429
-6.049,1,0.0839
-8.21,1,0.0467
-14.93,1,0.0315
-9.682,0,0.0376
-17.576,0,0.0465
-22.363,0,0.0386
-16.128,0,0.0426
-14.178,1,0.0396
-19.381,1,0.0322
-12.459,1,0.0904
-21.222,1,0.0431
-15.164,1,0.0356
-8.884,1,0.0345
-9.49,1,0.0319
-12.924,0,0.0306
-8.606,1,0.0316
-8.455,1,0.0313
-11.447,1,0.0319
-9.845,1,0.0305
-18.189,1,0.0379
-9.42,0,0.0495
-6.984,1,0.144
-14.081,1,0.0478
-12.493,1,0.0521
-14.429,0,0.0322
-13.817,1,0.0385
-14.485,1,0.0382
-13.901,0,0.0347
-13.045,0,0.0398
-11.731,0,0.0481
-11.739,1,0.0787
-12.339,0,0.0336
-12.483,1,0.0459
-12.817,1,0.0374
-9.199,1,0.0782
-4.75,1,0.37
-8.729,1,0.0832
-12.646,1,0.0399
-5.546,1,0.072
-10.372,1,0.0329
-12.55,1,0.0395
-14.444,0,0.267
-6.893,1,0.0293
-12.636,1,0.398
-8.209,1,0.11
-10.363,1,0.0333
-6.392,1,0.0679
-7.536,1,0.0917
-16.369,0,0.801
-6.272,1,0.0551
-6.231,1,0.0311
-5.785,1,0.136
-4.699,1,0.0708
-6.416,1,0.146
-6.53,1,0.0766
-5.753,0,0.0498
-3.928,1,0.195
-12.349,1,0.139
-10.944,1,0.0841
-12.224,1,0.0318
-12.465,1,0.0295
-13.281,1,0.0356
-11.562,1,0.0267
-11.471,1,0.0276
-11.934,1,0.0252
-13.71,0,0.0281
-11.892,1,0.0339
-13.852,0,0.0316
-9.425,1,0.0523
-9.69,1,0.0556
-10.02,1,0.0472
-10.729,1,0.048
-10.015,1,0.0506
-9.97,1,0.0613
-11.635,1,0.0496
-11.648,1,0.0275
-11.719,1,0.0604
-9.652,1,0.042
-18.636,1,0.036
-23.67,1,0.0353
-17.983,1,0.036
-20.809,1,0.044
-30.674,1,0.0368
-11.795,1,0.0292
-17.78,1,0.0956
-17.879,1,0.0422
-15.152,1,0.121
-21.979,1,0.0306
-11.734,1,0.0392
-9.236,1,0.0484
-9.213,0,0.047
-9.397,1,0.0374
-17.272,0,0.0494
-9.778,1,0.043
-10.052,1,0.0407
-8.087,0,0.0487
-11.14,1,0.0565
-5.205,1,0.117
-5.416,1,0.0572
-4.716,1,0.159
-5.705,1,0.101
-5.655,1,0.154
-5.932,0,0.089
-5.531,0,0.147
-6.651,0,0.109
-6.301,1,0.0956
-6.413,0,0.0728
-6.619,0,0.193
-6.88,1,0.0978
-7.266,1,0.0984
-6.295,1,0.063
-5.586,1,0.0681
-6.598,0,0.0516
-4.561,1,0.106
-6.326,0,0.072
-4.453,0,0.0341
-4.073,0,0.0572
-5.6,1,0.0281
-6.66,1,0.0292
-4.802,0,0.0943
-5.814,1,0.0359
-6.22,0,0.0425
-5.691,1,0.0724
-8.936,1,0.0354
-5.387,1,0.0367
-5.603,0,0.0591
-16.853,0,0.0538
-16.591,0,0.0478
-13.169,0,0.0373
-21.071,0,0.0389
-15.706,1,0.044
-15.002,0,0.041
-9.098,1,0.14
-7.683,0,0.0575
-7.101,1,0.0419
-7.198,1,0.035
-6.629,0,0.0398
-7.336,1,0.0348
-7.33,1,0.0405
-6.81,1,0.0378
-7.262,1,0.0493
-7.009,0,0.0342
-7.396,0,0.0411
-8.092,1,0.0403
-10.929,0,0.138
-12.356,1,0.117
-11.036,1,0.101
-11.66,1,0.0544
-12.417,1,0.0733
-11.705,0,0.111
-11.841,1,0.163
-12.546,0,0.0961
-12.932,0,0.116
-11.23,0,0.0452
-12.244,1,0.0571
-13.014,0,0.0315
-10.805,1,0.135
-11.861,1,0.0358
-9.8,0,0.132
-8.297,0,0.176
-11.136,0,0.519
-20.206,0,0.0659
-19.947,1,0.0452
-24.019,1,0.0459
-21.506,1,0.0391
-16.801,1,0.0536
-23.88,0,0.0382
-25.579,0,0.0482
-22.022,0,0.0429
-21.841,1,0.045
-21.118,0,0.0423
-21.806,0,0.0414
-18.855,0,0.039
-13.095,1,0.0401
-11.347,1,0.0332
-11.192,1,0.0887
-11.925,1,0.0385
-12.762,0,0.117
-10.727,1,0.034
-7.883,0,0.0495
-9.864,1,0.0729
-8.328,1,0.0309
-7.172,1,0.0393
-8.42,0,0.0336
-9.129,1,0.0323
-7.405,1,0.064
-12.848,1,0.0286
-8.48,1,0.0372
-9.961,1,0.0296
-8.294,1,0.0379
-7.693,1,0.0788
-9.273,0,0.0353
-10.044,1,0.0312
-5.431,1,0.0405
-4.609,1,0.0528
-4.296,1,0.0932
-5.17,1,0.0632
-4.516,1,0.059
-4.73,1,0.133
-4.895,0,0.0398
-4.859,1,0.0522
-3.919,1,0.193
-2.83,1,0.0451
-4.264,0,0.037
-2.975,1,0.0816
-3.046,1,0.0718
-6.108,0,0.0307
-2.324,1,0.127
-5.305,0,0.0463
-11.1,1,0.0462
-12.751,1,0.0278
-13.714,0,0.0315
-10.962,1,0.0292
-13.29,0,0.0283
-10.51,1,0.0278
-11.506,0,0.0395
-8.964,1,0.0264
-5.816,1,0.0733
-4.881,1,0.0752
-5.033,1,0.0409
-4.626,1,0.0473
-4.849,1,0.0569
-5.293,1,0.234
-4.97,1,0.0839
-5.473,1,0.141
-5.248,1,0.0713
-5.169,0,0.0471
-12.3,0,0.0409
-15.965,1,0.035
-11.244,0,0.0384
-14.569,0,0.0269
-15.851,0,0.0367
-14.023,0,0.0456
-14.746,0,0.0282
-11.371,1,0.039
-14.58,0,0.036
-10.378,0,0.0393
-12.27,1,0.0285
-8.817,1,0.0988
-8.747,1,0.0478
-9.331,1,0.0344
-11.622,1,0.0459
-5.158,1,0.0446
-7.969,0,0.05
-8.615,1,0.0928
-10.387,1,0.0704
-8.858,1,0.0506
-16.805,1,0.0507
-7.178,1,0.0402
-6.05,1,0.0358
-8.975,0,0.0283
-4.814,1,0.0349
-7.057,1,0.042
-4.883,0,0.105
-6.503,0,0.0317
-6.07,1,0.0387
-5.264,0,0.0556
-4.885,0,0.0813
-7.363,0,0.0301
-6.645,1,0.0322
-14.988,0,0.0676
-6.904,1,0.0587
-9.662,0,0.0426
-9.595,1,0.0284
-9.384,1,0.0281
-9.221,1,0.0364
-11.39,1,0.0323
-11.084,1,0.0848
-11.227,1,0.0353
-11.605,1,0.0584
-8.312,1,0.0302
-11.073,0,0.0424
-11.718,1,0.0809
-8.168,1,0.0331
-7.709,1,0.0313
-15.374,1,0.0438
-22.222,0,0.0487
-18.102,1,0.0387
-15.429,1,0
-16.862,1,0.0482
-17.995,0,0.0381
-15.36,0,0.0415
-19.574,1,0.0402
-14.337,0,0.0371
-13.843,0,0.052
-16.28,0,0.0467
-14.55,1,0.0399
-16.017,1,0.0533
-14.936,1,0.0384
