"loudness","mode","speechiness"
-6.551,1,0.0473
-7.622,0,0.0276
-8.089,1,0.0565
-7.952,1,0.0403
-7.376,1,0.0338
-7.343,1,0.0345
-8.651,1,0.0477
-6.561,1,0.0521
-21.295,1,0.0374
-19.757,1,0.0563
-26.141,1,0.0395
-34.087,1,0.0485
-19.051,1,0.0395
-27.023,0,0.0374
-29.101,0,0.0382
-24.238,0,0.0345
-41.911,1,0.0462
-28.283,1,0.0401
-28.809,1,0.0445
-15.826,1,0.036
-35.659,0,0.0399
-51.696,0,0.0531
-31.649,1,0.0362
-29.586,1,0.0386
-17.679,1,0.0375
-24.101,0,0.0431
-4.996,0,0.125
-5.482,0,0.0436
-5.657,0,0.0343
-6.466,0,0.0357
-8.052,0,0.036
-6.867,1,0.0346
-5.783,1,0.0662
-6.756,1,0.0293
-4.921,0,0.0387
-19.393,1,0.0681
-27.223,0,0.0449
-30.337,1,0.0503
-21.602,1,0.0528
-31.99,0,0.0598
-23.184,0,0.0534
-26.918,1,0.0627
-22.659,1,0.079
-26.91,1,0.0487
-23.824,0,0.0396
-23.357,0,0.0535
-31.141,0,0.0571
-25.354,1,0.079
-22.304,1,0.0625
-30.932,0,0.0702
-25.313,1,0.0451
-26.358,1,0.0525
-27.864,0,0.0683
-24.019,1,0.0929
-30.625,0,0.0443
-23.606,1,0.0452
-39.073,0,0.0621
-30.2,0,0.0618
-30.269,0,0.0908
-20.252,1,0.0565
-28.963,1,0.0419
-35.831,1,0.0782
-32.818,0,0.109
-23.98,1,0.045
-35.102,1,0.0486
-26.141,1,0.0434
-31.476,1,0.0668
-25.082,1,0.0339
-9.253,0,0.0342
-12.851,1,0.0329
-17.965,1,0.0372
-16.588,1,0.0388
-11.511,1,0.0325
-17.444,1,0.038
-15.885,1,0.0395
-16.705,0,0.0405
-13.081,1,0.0437
-19.415,0,0.0395
-11.584,0,0.0324
-14.88,1,0.297
-13.227,0,0.247
-11.016,1,0.383
-12.4,1,0.247
-9.093,1,0.272
-10.889,0,0.186
-12.392,1,0.35
-12.495,0,0.376
-11.595,1,0.126
-14.624,1,0.192
-12.235,1,0.285
-29.377,1,0.0499
-19.64,0,0.0376
-30.947,1,0.0488
-20.763,1,0.0425
-30.148,1,0.042
-20.38,1,0.0379
-24.907,1,0.0513
-23.086,0,0.0426
-28.815,1,0.0501
-19.614,1,0.0439
-22.7,1,0.0425
-24.82,0,0.0555
-21.067,0,0.0418
-20.434,1,0.0454
-9.373,1,0.0314
-7.052,1,0.0511
-10.145,1,0.0314
-11.39,1,0.0363
-8.23,1,0.0383
-13.197,1,0.0323
-9.768,1,0.0335
-9.396,1,0.0375
-3.406,1,0.049
-18.433,1,0.0386
-20.87,0,0.0434
-18.438,0,0.037
-18.997,1,0.0413
-21.348,0,0.0443
-17.042,1,0.0376
-21.797,0,0.046
-21.145,1,0.0392
-19.6,0,0.0458
-20.658,1,0.0418
-10.654,1,0.0329
-9.078,1,0.0355
-8.747,1,0.0333
-8.449,1,0.041
-9.194,0,0.0493
-7.535,0,0.0329
-6.825,0,0.0329
-8.024,1,0.0559
-8.948,0,0.0283
-9.408,0,0.106
-7.915,1,0.0245
-10.01,0,0.0278
-7.183,1,0.0318
-7.015,0,0.0428
-8.655,1,0.0289
-11.386,1,0.0469
-10.193,1,0.0264
-10.48,1,0.0301
-11.325,1,0.041
-12.855,1,0.0336
-10.669,1,0.0338
-9.338,1,0.0456
-13.128,1,0.0279
-6.968,1,0.0535
-9.883,1,0.0375
-10.672,1,0.0458
-11.969,1,0.0385
-10.259,1,0.0288
-8.954,1,0.0366
-9.948,0,0.0325
-10.465,1,0.0394
-9.981,1,0.0579
-8.823,1,0.0359
-6.6,1,0.0552
-8.721,1,0.0308
-7.648,1,0.0608
-8.812,1,0.0287
-8.352,1,0.0269
-7.254,1,0.0297
-9.24,1,0.0365
-6.979,1,0.0301
-7.91,1,0.0332
-4.259,1,0.0425
-8.578,1,0.0302
-8.619,1,0.0341
-7.957,1,0.0464
-7.386,1,0.0303
-11.927,1,0.0332
-10.049,1,0.0342
-4.573,1,0.169
-11.393,0,0.0549
-12.109,0,0.0888
-5.776,0,0.137
-11.562,0,0.2
-12.876,0,0.109
-2.443,1,0.0975
-2.649,1,0.0513
-2.867,1,0.0725
-2.862,1,0.185
-2.413,1,0.152
-2.446,1,0.0927
-2.645,1,0.044
-3.145,1,0.0858
-2.243,1,0.164
-3.171,1,0.16
-5.705,0,0.137
-5.609,1,0.0708
-3.531,1,0.0404
-4.195,0,0.0318
-4.726,1,0.0956
-5.549,1,0.0647
-5.543,1,0.14
-6.034,0,0.109
-7.061,1,0.17
-5.463,1,0.0302
-10.056,0,0.218
-5.552,0,0.0647
-4.591,0,0.0688
-5.538,0,0.049
-5.844,0,0.0291
-4.873,0,0.0445
-5.408,0,0.167
-8.109,1,0.0317
-5.728,1,0.0775
-7.129,1,0.0317
-6.007,0,0.0288
-5.784,0,0.0368
-5.085,0,0.0603
-6.369,1,0.0301
-4.712,1,0.0478
-9.479,1,0.209
-12.425,0,0.233
-5.99,1,0.057
-6.873,1,0.0481
-10.374,1,0.384
-4.893,1,0.135
-9.347,1,0.0484
-5.552,0,0.0708
-7.868,1,0.0511
-7.682,1,0.105
-7.934,1,0.186
-7.794,1,0.32
-7.429,1,0.146
-7.986,1,0.0537
-8.741,1,0.124
-8.151,1,0.0815
-7.796,1,0.142
-7.606,0,0.109
-12.661,0,0.0406
-9.544,1,0.0269
-8.543,1,0.0327
-6.16,1,0.0286
-12.084,1,0.0286
-12.915,1,0.0324
-9.007,1,0.0364
-10.464,0,0.0275
-6.975,1,0.0592
-7.406,1,0.026
-7.995,1,0.0447
-8.746,1,0.0332
-23.056,0,0.0437
-28.54,0,0.0453
-29.224,1,0.0794
-28.342,0,0.0665
-24.076,1,0.0362
-29.269,1,0.0489
-28.192,1,0.041
-22.168,1,0.0395
-30.382,1,0.0842
-26.797,0,0.0436
-27.31,1,0.0434
-20.918,0,0.0445
-31.713,1,0.0525
-8.215,0,0.0435
-9.345,1,0.0627
-8.242,0,0.0589
-7.567,1,0.0845
-7.528,1,0.0313
-6.25,1,0.0436
-6.373,1,0.031
-7.308,1,0.0451
-5.979,1,0.0474
-9.337,1,0.0565
-8.375,1,0.0334
-7.437,1,0.0521
-8.013,1,0.0843
-6.376,1,0.0346
-7.948,1,0.0401
-6.432,1,0.0341
-4.691,1,0.036
-4.797,1,0.0342
-4.084,0,0.0414
-2.696,1,0.0272
-22.721,1,0.0504
-19.481,1,0.0339
-21.225,1,0.0491
-25.697,1,0.0379
-29.76,1,0.0429
-25.208,1,0.0383
-24.113,1,0.0399
-19.413,0,0.0348
-22.396,1,0.0409
-24.856,1,0.0443
-30.135,1,0.0461
-24.637,1,0.0434
-26.273,1,0.038
-23.192,1,0.0409
-25.863,1,0.0321
-33.683,1,0.044
-20.496,1,0.0512
-28.803,1,0.0419
-26.053,1,0.044
-18.479,1,0.0382
-19.622,1,0.0516
-19.73,1,0.0345
-29.785,1,0.0414
-24.367,1,0.0309
-25.354,1,0.0439
-20.509,1,0.0475
-25.277,1,0.0452
-38.751,1,0.0484
-28.628,1,0.0399
-38.062,1,0.0403
-29.353,1,0.0397
-30.232,1,0.043
-28.04,1,0.0463
-26.727,1,0.0676
-36.268,1,0.0548
-28.078,1,0.0582
-19.393,1,0.0561
-23.899,1,0.0444
-28.151,1,0.0414
-22.391,1,0.0387
-25.732,1,0.0364
-22.817,1,0.0446
-8.628,1,0.0705
-6.802,1,0.0588
-5.597,1,0.0757
-4.325,1,0.0756
-3.621,1,0.0707
-4.313,1,0.039
-5.325,1,0.0337
-6.341,1,0.0444
-5.709,1,0.0398
-3.697,1,0.0279
-3.656,1,0.0455
-4.042,1,0.0375
-4.221,1,0.0406
-2.8,1,0.0666
-3.055,1,0.0551
-5.204,1,0.0895
-5.679,1,0.0442
-3.675,1,0.0476
-5.265,1,0.0319
-1.712,1,0.0537
-6.285,1,0.0489
-8.188,1,0.0573
-7.398,0,0.043
-4.453,1,0.0454
-7.776,1,0.0327
-5.618,1,0.164
-6.594,1,0.0592
-4.579,1,0.0532
-8.398,0,0.0462
-9.922,1,0.0312
-8.122,1,0.0373
-7.793,1,0.0324
-23.615,1,0.0642
-23.656,1,0.117
-21.984,1,0.0666
-22.941,1,0.0728
-16.842,1,0.107
-16.826,1,0.11
-18.975,0,0.0394
-12.444,0,0.0546
-6.363,1,0.0389
-7.939,1,0.0461
-7.043,1,0.0266
-7.639,1,0.0295
-7.428,1,0.0513
-5.692,1,0.0338
-6.314,1,0.0298
-7.565,1,0.041
-7.167,1,0.0548
-8.282,1,0.0312
-11.702,1,0.0363
-15.968,1,0.0326
-14.506,1,0.0455
-16.028,1,0.0292
-15.282,1,0.034
-10.553,1,0.0327
-17.173,1,0.0313
-11.438,1,0.0466
-13.379,1,0.143
-15.069,1,0.03
-12.837,1,0.0446
-15.325,1,0.0336
-14.104,1,0.026
-14.474,1,0.0429
-15.479,1,0.0399
-10.78,0,0.0346
-7.659,1,0.0285
-11.199,1,0.0306
-5.965,1,0.0317
-6.936,1,0.0436
-8.295,1,0.0401
-9.799,1,0.0567
-7.7,1,0.033
-10.881,1,0.0324
-7.9,0,0.0575
-7.186,1,0.0493
-11.308,1,0.037
-8.344,1,0.0284
-3.385,1,0.0588
-5.547,1,0.0327
-7.093,1,0.03
-6.054,0,0.0326
-7.259,0,0.0268
-7.095,0,0.0417
-5.474,1,0.0262
-5.341,1,0.035
-8.166,1,0.0319
-6.126,1,0.0417
-6.273,0,0.036
-6.691,0,0.0588
-6.139,0,0.0345
-7.193,1,0.0465
-6.147,0,0.036
-5.666,1,0.042
-7.035,1,0.0695
-6.151,1,0.0496
-5.771,1,0.0362
-10.704,0,0.0547
-9.997,1,0.0626
-9.06,0,0.0462
-3.722,1,0.0389
-4.626,1,0.0388
-5.677,1,0.0335
-4.94,0,0.0335
-10.801,1,0.0314
-7.419,0,0.0368
-6.258,0,0.0474
-12.948,0,0.0312
-11.601,1,0.0306
-9.186,1,0.0998
-7.989,0,0.0249
-9.061,1,0.0286
-7.009,1,0.0492
-8.293,1,0.0305
-8.523,1,0.0296
-8.884,1,0.0278
-10.114,1,0.0287
-10.585,1,0.0305
-10.501,1,0.0304
-8.318,1,0.0318
-9.142,1,0.028
-10.724,1,0.035
-8.308,1,0.0486
-8.522,0,0.0348
-7.683,1,0.0368
-8.049,1,0.0323
-6.88,1,0.031
-9.653,1,0.0804
-7.312,1,0.0425
-9.066,1,0.0308
-5.721,0,0.0354
-5.135,1,0.0605
-10.535,1,0.0348
-16.868,1,0.944
-7.405,0,0.0405
-5.555,1,0.0926
-8.705,0,0.0446
-7.732,1,0.0365
-8.47,1,0.0282
-12.144,0,0.526
-10.004,1,0.0407
-3.493,1,0.189
-4.281,1,0.0742
-5.226,1,0.0411
-3.325,1,0.159
-3.132,1,0.204
-2.201,1,0.194
-17.613,1,0.0315
-19.404,1,0.041
-24.367,1,0.0448
-20.651,1,0.0411
-19.513,1,0.0413
-24.195,0,0.0472
-19.958,1,0.0492
-21.43,1,0.041
-23.338,1,0.0486
-21.74,1,0.0459
-21.672,1,0.0434
-21.968,1,0.0407
-21.106,0,0.0372
-23.2,0,0.0419
-21.114,0,0.0591
-18.972,0,0.0543
-19.386,1,0.0416
-18.122,0,0.0381
-24.707,1,0.04
-17.145,1,0.0367
-12.131,1,0.0887
-7.68,1,0.0748
-11.506,1,0.0314
-11.307,1,0.0353
-9.929,1,0.0353
-12.253,1,0.0354
-9.746,1,0.0919
-10.791,1,0.155
-10.716,1,0.0385
-11.272,1,0.0351
-9,1,0.0353
-9.738,1,0.0379
-10.426,1,0.0312
-12.913,1,0.0308
-9.869,1,0.0798
-12.102,1,0.0361
-9.791,1,0.0436
-14.758,1,0.0522
-14.13,0,0.148
-3.811,1,0.0594
-4.872,1,0.0309
-5.382,1,0.0674
-4.682,1,0.0844
-4.938,1,0.0613
-3.829,0,0.0324
-4.23,0,0.083
-3.678,1,0.107
-3.975,1,0.0597
-4.843,1,0.0983
-3.007,1,0.0408
-5.708,1,0.0573
-3.691,1,0.0309
-13.966,1,0.137
-18.318,0,0.171
-11.507,0,0.0322
-17.258,1,0.0368
-24.548,1,0.0409
-11.252,1,0.0334
-20.621,1,0.129
-10.377,1,0.0305
-18.218,1,0.0421
-9.096,1,0.028
-17.447,1,0.0734
-10.839,0,0.0286
-15.381,0,0.0631
-15.108,0,0.0262
-13.789,1,0.0941
-11.733,0,0.0264
-11.492,1,0.034
-10.541,0,0.0313
-17.821,1,0.0334
-14.308,0,0.0533
-8.337,0,0.0318
-6.619,1,0.0412
-6.374,1,0.0789
-5.187,1,0.0564
-6.838,1,0.0384
-6.429,1,0.0287
-9.874,1,0.0344
-9.625,0,0.028
-6.168,0,0.039
-7.047,0,0.0326
-8.126,1,0.0265
-15.079,0,0.0363
-14.366,1,0.0425
-12.287,0,0.0439
-12.938,1,0.0372
-13.361,0,0.0334
-14.314,1,0.0551
-16.379,0,0.0384
-15.77,1,0.0387
-7.218,1,0.0365
-21.118,0,0.038
-21.564,1,0.0331
-19.737,1,0.0355
-17.915,0,0.0331
-25.786,1,0.0336
-17.916,1,0.0303
-19.118,0,0.0324
-21.906,1,0.0352
-18.868,1,0.0346
-18.742,1,0.0377
-22.336,1,0.0422
-24.468,1,0.0368
-18.096,0,0.0343
-21.718,1,0.0469
-33.183,1,0.0564
-31.74,0,0.0558
-21.053,0,0.0621
-29.889,1,0.059
-24.295,0,0.04
-19.831,0,0.0385
-28.075,1,0.0445
-22.525,1,0.0355
-26.182,1,0.0601
-26.025,1,0.0434
-30.878,0,0.0581
-24.363,1,0.0367
-28.408,0,0.0412
-28.288,0,0.0524
-34.216,1,0.0667
-31.511,1,0.0588
-12.944,1,0.032
-20.584,0,0.0531
-18.362,1,0.0339
-13.722,0,0.0446
-17.008,0,0.0377
-11.848,1,0.0414
-14.847,1,0.0468
-14.816,0,0.0329
-14.848,1,0.0334
-21.861,1,0.0358
-22.524,0,0.0377
-19.383,0,0.0454
-24.751,1,0.0418
-5.809,0,0.0816
-5.51,0,0.0741
-4.818,0,0.078
-4.241,1,0.0332
-4.454,0,0.101
-6.133,1,0.278
-4.425,0,0.0488
-6.408,1,0.0342
-5.171,0,0.0742
-5.754,1,0.0712
-4.72,0,0.202
-4.144,0,0.145
-4.475,1,0.0435
-5.28,1,0.0466
-5.28,1,0.0466
-6.372,1,0.0557
-5.881,0,0.0968
-6.14,1,0.0467
-6.323,1,0.0777
-7.089,0,0.0435
-5.902,0,0.052
-14.81,0,0.0278
-6.794,0,0.0375
-6.77,1,0.0715
-5.223,1,0.0754
-14.554,1,0.0301
-13.315,1,0.0734
-14.714,1,0.0563
-16.61,1,0.037
-16.252,1,0.0403
-16.152,1,0.0364
-9.344,1,0.0382
-12.982,1,0.0461
-13.458,1,0.05
-11.091,1,0.0299
-8.322,1,0.0433
-12.644,0,0.0815
-6.758,1,0.076
-10.778,1,0.0582
-13.174,0,0.0479
-14.023,1,0.0949
-9.841,1,0.0371
-15.559,1,0.116
-13.819,1,0.0578
-6.954,1,0.0559
-9.538,1,0.029
-8.777,1,0.0377
-9.63,1,0.0602
-18.226,1,0.0537
-7.009,0,0.0379
-5.584,1,0.0673
-19.988,0,0.0415
-12.916,1,0.0378
-11.102,0,0.0345
-12.946,1,0.0346
-22.239,1,0.0405
-27.906,0,0.0389
-19.212,1,0.0386
-25.012,0,0.0379
-25.044,0,0.0421
-21.916,0,0.0358
-6.196,1,0.849
-8.198,1,0.954
-7.085,1,0.946
-8.313,1,0.96
-6.589,0,0.921
-7.361,0,0.955
-6.924,1,0.948
-7.573,0,0.951
-7.985,1,0.936
-7.385,0,0.955
-5.323,1,0.844
-7.193,1,0.947
-6.616,1,0.929
-6.669,1,0.949
-15.804,1,0.0663
-25.721,0,0.0502
-15.237,1,0.0498
-17.933,0,0.0462
-24.479,0,0.0454
-17.724,0,0.0572
-17.699,0,0.0411
-18.866,0,0.0365
-18.492,0,0.0498
-16.82,1,0.0607
-27.324,1,0.0446
-17.394,1,0.0531
-17.413,1,0.0613
-24.786,1,0.0457
-16.543,1,0.0604
-15.098,0,0.0343
-21.816,1,0.0553
-15.286,0,0.0373
-19.032,1,0.0396
-7.531,1,0.0875
-7.559,0,0.102
-7.448,1,0.121
-44.706,0,0.0848
-9.183,1,0.157
-7.99,0,0.0677
-32.458,1,0.113
-8.25,1,0.111
-8.22,1,0.127
-8.052,1,0.243
-8.174,0,0.104
-23.684,1,0.099
-7.231,0,0.187
-8.357,1,0.0463
-7.805,0,0.353
-8.451,1,0.178
-7.229,0,0.11
-21.106,1,0.941
-7.84,1,0.122
-6.032,1,0.127
-7.573,1,0.0671
-7.484,1,0.116
-10.31,0,0.0651
-7.574,1,0.0822
-6.624,1,0.0944
-10.735,1,0.0348
-10.425,0,0.0768
-9.671,0,0.0849
-11.377,0,0.0449
-3.72,1,0.0628
-3.528,1,0.218
-2.753,0,0.228
-3.256,1,0.102
-2.978,0,0.44
-3.573,0,0.411
-3.181,1,0.282
-2.075,1,0.14
-3.242,0,0.23
-4.679,0,0.663
-2.488,1,0.0604
-2.713,1,0.363
-3.408,0,0.283
-2.155,1,0.143
-2.496,0,0.163
-4.804,0,0.479
-5.791,1,0.0648
-8.691,1,0.045
-6.107,1,0.0809
-6.89,1,0.0617
-5.316,1,0.061
-7.581,1,0.0403
-7.509,1,0.0532
-6.977,1,0.0932
-5.846,0,0.0365
-6.956,0,0.0397
-5.883,1,0.0493
-5.326,0,0.0381
-5.302,1,0.0615
-7.547,1,0.0392
-5.777,1,0.0336
-5.728,0,0.0408
-4.689,1,0.0351
-7.364,0,0.0397
-4.381,1,0.0377
-6.313,1,0.0397
-11.181,1,0.033
-13.778,0,0.0753
-10.401,0,0.03
-14.345,1,0.0623
-9.994,0,0.0576
-12.901,1,0.0359
-9.989,0,0.0341
-13.589,0,0.0434
-8.783,0,0.0387
-12.255,0,0.0436
-12.098,0,0.0927
-12.17,1,0.126
-8.793,1,0.0354
-10.027,1,0.0322
-4.906,1,0.0345
-5.661,1,0.0519
-10.81,1,0.0269
-6.209,1,0.0306
-5.891,1,0.0999
-5.819,1,0.0289
-7.611,1,0.0304
-11.298,1,0.0341
-4.897,1,0.0495
-5.995,0,0.0576
-6.578,1,0.0314
-5.879,1,0.0296
-6.76,1,0.0404
-7.37,0,0.0421
-7.49,1,0.0561
-7.027,1,0.0372
-7.095,1,0.0477
-7.47,1,0.041
-6.957,0,0.0403
-7.066,1,0.0314
-7.153,0,0.0511
-7.391,1,0.0363
-8.514,1,0.0308
-8.443,1,0.054
-8.365,0,0.0276
-6.697,1,0.033
-8.922,1,0.0312
-10.519,1,0.0358
-6.425,1,0.0311
-6.875,1,0.0346
-6.783,1,0.0431
-10.872,1,0.034
-24.488,1,0.0474
-36.406,1,0.0747
-30.039,1,0.045
-37.31,1,0.053
-25.397,1,0.0425
-29.004,1,0.0643
-26.367,0,0.114
-32.001,0,0.064
-28.932,1,0.0442
-24.888,1,0.043
-22.596,0,0.0512
-26.748,1,0.05
-22.169,1,0.0408
-30.941,1,0.0511
-38.624,1,0.0432
-30.133,1,0.0495
-31.709,1,0.0983
-27.267,0,0.0573
-23.692,1,0.0368
-16.889,0,0.0352
-29.687,1,0.23
-31.749,1,0.0374
-32.288,1,0.0796
-25.769,1,0.0668
-41.426,0,0.0405
-23.364,1,0.043
-22.147,0,0.0662
-33.916,0,0.0476
-27.31,1,0.0467
-27.017,0,0.0509
-33.862,0,0.0449
-31.047,0,0.0613
-22.432,0,0.0488
-25.324,1,0.0616
-23.252,1,0.068
-20.7,1,0.0506
-26.685,1,0.0475
-7.289,1,0.0312
-6.295,0,0.217
-6.324,0,0.0663
-6.122,1,0.131
-5.552,0,0.166
-6.293,1,0.119
-7.055,1,0.0551
-4.985,0,0.133
-5.707,1,0.0788
-6.21,1,0.0515
-5.697,0,0.0477
-5.878,1,0.0646
-9.169,0,0.057
-6.919,1,0.0601
-8.409,0,0.0426
-10.402,0,0.0354
-11.409,0,0.0705
-9.07,1,0.038
-9.458,1,0.0473
-8.742,1,0.0498
-10.124,1,0.0412
-9.506,1,0.0488
-8.048,1,0.161
-7.096,1,0.0404
-7.88,0,0.0383
-8.773,1,0.0552
-7.609,0,0.124
-7.895,1,0.039
-8.63,1,0.0481
-7.619,1,0.146
-7.579,1,0.0497
-5.8,0,0.0408
-5.269,1,0.0563
-4.783,1,0.0455
-7.561,1,0.0296
-6.406,1,0.041
-5.66,1,0.0485
-6.013,1,0.0444
-5.527,1,0.0346
-5.17,1,0.0314
-7.416,1,0.0336
-5.69,0,0.0347
-5.961,1,0.0342
-6.039,1,0.0354
-5.592,1,0.0412
-8.868,0,0.0287
-11.915,1,0.0631
-12.834,1,0.0631
-10.225,1,0.0732
-11.334,1,0.0546
-8.972,0,0.0403
-14.829,1,0.0469
-10.418,1,0.0556
-10.217,1,0.0485
-11.8,1,0.0441
-10.715,1,0.0474
-9.032,0,0.049
-9.314,1,0.0323
-8.664,1,0.0443
-9.922,0,0.0587
-3.047,1,0.33
-5.269,1,0.368
-3.847,1,0.184
-6.614,1,0.328
-4.588,1,0.226
-8.442,0,0.393
-4.226,1,0.0834
-3.978,0,0.235
-7.122,1,0.455
-6.408,1,0.4
-5.827,1,0.292
-5.651,0,0.438
-4.424,0,0.196
-4.271,1,0.376
-5.535,1,0.279
-4.253,0,0.198
-4.145,1,0.335
-4.348,1,0.376
-22.224,0,0.0472
-22.99,1,0.0368
-20.427,1,0.0408
-21.297,1,0.0511
-18.089,0,0.0452
-20.845,0,0.0402
-18.656,0,0.039
-17.166,0,0.0418
-17.377,0,0.0415
-19.22,0,0.0426
-18.946,1,0.197
-9.843,1,0.0362
-7.369,1,0.0338
-6.575,1,0.0312
-5.863,0,0.0339
-10.536,1,0.0303
-9.845,1,0.0316
-7.66,1,0.0258
-9.51,1,0.0315
-8.204,0,0.0264
-8.694,1,0.03
-7.087,1,0.0336
-6.988,1,0.0274
-16.393,1,0.0368
-17.255,1,0.0353
-13.958,0,0.0364
-17.12,0,0.0381
-13.008,1,0.0457
-20.682,0,0.0344
-15.733,1,0.0382
-14.974,1,0.0496
-18.829,1,0.0532
-12.558,1,0.0333
-17.635,1,0.049
-6.955,1,0.0605
-6.107,1,0.233
-7.481,1,0.0396
-5.896,0,0.0498
-7.663,0,0.0338
-9.059,1,0.0329
-8.429,1,0.0314
-8.77,1,0.0359
-9.118,1,0.0249
-7.491,1,0.0431
-7.249,1,0.035
-10.273,0,0.0345
-7.955,0,0.0451
-5.838,0,0.0505
-9.352,1,0.0453
-12.935,1,0.0334
-5.136,1,0.122
-5.189,1,0.0498
-5.894,0,0.0402
-5.672,1,0.0568
-5.598,1,0.199
-5.843,0,0.0481
-6.46,1,0.0598
-5.195,0,0.0538
-5.604,0,0.126
-6.963,0,0.149
-32.089,0,0.0505
-28.124,1,0.0315
-35.294,1,0.0397
-25.829,0,0.0363
-28.914,0,0.0368
-30.793,1,0.0429
-19.155,0,0.0362
-34.919,1,0.0428
-34.583,0,0.0437
-16.979,1,0.0408
-19.446,0,0.0352
-29.56,1,0.0495
-25.966,0,0.046
-21.409,1,0.0302
-28.482,0,0.0344
-23.077,0,0.0326
-33.654,1,0.0503
-33.213,1,0.0415
-29.363,0,0.034
-22.126,0,0.0344
-25.24,1,0.0399
-29.758,0,0.0432
-21.228,1,0.041
-30.47,1,0.0395
-28,1,0.0455
-22.055,1,0.0411
-9.442,0,0.223
-8.551,1,0.0659
-8.59,1,0.119
-10.739,1,0.0979
-4.685,1,0.0252
-9.087,0,0.0292
-3.847,0,0.0505
-4.975,0,0.0302
-4.557,0,0.0329
-8.963,1,0.0427
-3.821,1,0.0335
-8.735,1,0.0388
-5.784,1,0.0459
-7.947,1,0.0287
-5.142,1,0.0345
-3.681,1,0.0562
-3.747,1,0.0302
-3.951,1,0.135
-7.658,0,0.03
-4.479,0,0.0469
-4.178,1,0.0476
-9.725,1,0.0316
-2.472,1,0.0278
-2.891,1,0.032
-3.691,1,0.0257
-8.165,0,0.0409
-1.88,1,0.0372
-5.164,1,0.0296
-6.649,1,0.0271
-7.49,1,0.0561
-7.842,0,0.038
-7.37,0,0.0421
-8.588,1,0.045
-6.76,1,0.0404
-7.91,1,0.0551
-7.47,1,0.041
-7.011,1,0.035
-7.391,1,0.0363
-7.681,0,0.0377
-7.095,1,0.0477
-7.508,0,0.0493
-7.153,0,0.0511
-7.696,1,0.0421
-7.066,1,0.0314
-8.285,1,0.0375
-6.957,0,0.0403
-7.211,1,0.0397
-7.027,1,0.0372
-6.834,1,0.0357
-10.596,1,0.47
-9.207,1,0.371
-8.343,1,0.41
-6.146,0,0.316
-6.206,1,0.379
-13.919,0,0.869
-10.806,1,0.211
-8.102,0,0.23
-11.024,1,0.485
-10.237,1,0.36
-7.825,1,0.216
-13.242,1,0.328
-10.331,1,0.343
-7.707,1,0.399
-5.914,0,0.0623
-9.552,1,0.434
-9.026,1,0.359
-10.851,1,0.108
-12.776,1,0.254
-12.279,0,0.34
-7.246,0,0.183
-10.755,0,0.41
-6.065,1,0.163
-11.005,1,0.362
-5.859,0,0.038
-6.574,1,0.0495
-6.012,0,0.105
-5.406,1,0.0656
-6.408,0,0.0488
-6.11,1,0.047
-5.738,1,0.15
-6.042,1,0.036
-6.25,0,0.0728
-7.027,1,0.048
-14.263,1,0.0342
-15.275,1,0.0486
-12.849,1,0.0435
-20.157,0,0.0461
-12.323,0,0.0532
-13.05,1,0.0369
-20.566,1,0.124
-16.37,1,0.0356
-20.546,1,0.0298
-16.241,0,0.0346
-13.471,0,0.0351
-17.494,0,0.0408
-23.031,0,0.036
-12.979,1,0.0275
-19.818,0,0.0363
-13.545,0,0.0504
-24.721,1,0.0437
-20.513,0,0.0438
-12.849,1,0.0599
-13.933,1,0.0496
-16.364,0,0.0359
-15.198,0,0.0402
-12.18,0,0.0394
-14.844,1,0.0352
-13.156,1,0.0326
-10.143,1,0.0471
-11.245,0,0.368
-19.534,0,0.0403
-14.557,1,0.0308
-18.569,1,0.0353
-16.45,1,0.0306
-25.76,1,0.0701
-14.603,1,0.0451
-15.498,1,0.0412
-12.505,1,0.139
-16.433,0,0.0338
-22.88,1,0.454
-1.523,1,0.0664
-1.551,1,0.0835
-2.098,0,0.171
-1.703,0,0.195
-1.556,0,0.0962
-2.578,0,0.07
-2.618,1,0.0824
-6.725,1,0.0397
-6.028,0,0.0326
-6.888,1,0.0376
-5.946,1,0.0556
-11.433,1,0.0347
-11.885,0,0.0288
-8.579,1,0.0279
-14.425,1,0.0497
-12.639,1,0.0323
-14.07,1,0.0361
-12.145,0,0.0309
-12.381,1,0.0279
-12.373,0,0.0414
-16.111,1,0.0321
-16.183,0,0.0372
-19.574,1,0.048
-13.375,0,0.226
-25.723,0,0.04
-13.133,1,0.0524
-16.208,0,0.0439
-15.388,1,0.145
-18.19,0,0.0815
-25.247,1,0.0384
-8.737,1,0.0334
-9.44,0,0.057
-8.702,0,0.0364
-8.008,1,0.0454
-8.952,1,0.0362
-8.781,1,0.0569
-8.407,1,0.0576
-8.823,1,0.0501
-8.25,1,0.0366
-8.277,0,0.0427
-8.594,0,0.0364
-8.485,1,0.0524
-7.97,0,0.0362
-8.222,1,0.132
-8.073,1,0.0413
-11.134,0,0.612
-10.79,1,0.439
-20.606,1,0.0463
-24.73,0,0.0571
-20.549,1,0.0455
-20.246,1,0.0417
-22.172,1,0.0549
-19.708,1,0.0763
-20.68,1,0.0513
-22.037,1,0.053
-11.255,0,0.034
-10.793,0,0.0332
-18.082,1,0.0357
-12.988,1,0.04
-18.258,0,0.0573
-9.907,0,0.0329
-17.399,0,0.0429
-18.457,0,0.0388
