"loudness","mode","speechiness"
-5.167,1,0.151
-5.705,0,0.0352
-10.698,1,0.0416
-11.388,1,0.0339
-5.615,1,0.163
-10.497,1,0.0338
-14.625,1,0.0354
-9.59,1,0.0319
-4.379,1,0.0329
-4.296,1,0.0383
-6.078,0,0.0386
-4.539,1,0.0382
-8.068,1,0.0333
-18.15,1,0.0408
-6.473,0,0.0596
-8.791,1,0.0399
-8.576,1,0.0309
-3.361,0,0.0535
-14.212,1,0.0376
-3.309,1,0.0404
-17.333,0,0.0345
-4.981,1,0.0319
-4.596,1,0.0895
-9.238,1,0.0317
-12.272,1,0.0307
-7.517,1,0.0276
-10.763,1,0.0334
-12.472,1,0.0391
-13.591,1,0.0297
-11.53,1,0.0346
-6.223,0,0.394
-6.831,1,0.0601
-3.677,1,0.0375
-5.53,0,0.35
-6.654,0,0.377
-4.696,0,0.378
-5.512,0,0.357
-4.212,0,0.327
-3.255,0,0.187
-4.27,0,0.099
-7.681,1,0.0287
-7.22,0,0.0276
-8.404,0,0.0291
-5.404,1,0.0267
-5.098,0,0.0223
-5.399,1,0.0715
-5.386,0,0.0342
-9.198,1,0.0294
-7.583,0,0.0296
-8.595,1,0.033
-6.557,0,0.0542
-9.676,1,0.0307
-6.472,1,0.0325
-6.259,1,0.028
-9.974,0,0.0386
-7.374,0,0.0355
-5.734,0,0.0389
-4.624,1,0.0384
-8.138,0,0.0288
-7.028,1,0.0295
-7.232,1,0.0243
-7.629,0,0.0504
-8.402,1,0.0337
-6.723,1,0.0239
-5.48,0,0.0378
-7.278,1,0.0298
-8.1,0,0.0278
-7.303,1,0.0288
-8.376,1,0.0348
-7.818,1,0.0407
-10.578,1,0.0488
-27.05,0,0.921
-26.999,1,0.905
-28.06,1,0.876
-27.61,1,0.942
-24.353,0,0.805
-24.907,1,0.907
-24.263,1,0.867
-24.779,1,0.915
-28.834,1,0.906
-29.395,0,0.838
-28.314,1,0.944
-30.676,1,0.838
-29.713,0,0.909
-24.742,0,0.938
-24.501,1,0.951
-23.938,0,0.922
-24.738,0,0.93
-7.508,1,0.0367
-6.476,0,0.0339
-8.174,1,0.0436
-7.286,1,0.0249
-8.497,1,0.0378
-8.026,1,0.0295
-10.257,1,0.0289
-5.798,1,0.0552
-8.404,1,0.0286
-9.105,1,0.0275
-7.589,1,0.0249
-9.122,1,0.0311
-4.001,0,0.126
-5.643,1,0.069
-15.363,1,0.116
-6.081,1,0.0563
-5.787,0,0.109
-15.63,0,0.381
-6.678,1,0.102
-4.322,0,0.0322
-3.689,1,0
-13.105,0,0.949
-5.465,1,0.203
-7.534,1,0.0287
-4.263,1,0.123
-5.644,1,0.0499
-7.332,1,0.0481
-5.273,1,0.0568
-3.92,1,0.215
-1.839,0,0.0636
-4.909,0,0.0876
-6.098,0,0.0725
-3.87,1,0.0656
-8.668,1,0.926
-4.463,1,0.0735
-4.782,0,0.0855
-6.303,0,0.0575
-15.027,0,0.939
-6.524,0,0.053
-5.376,1,0.227
-6.325,0,0.0689
-6.087,1,0.0689
-8.345,0,0.0386
-19.549,1,0.0509
-20.062,1,0.0433
-23.222,1,0.0336
-20.346,1,0.0722
-11.193,1,0.366
-16.909,1,0.04
-16.466,0,0.047
-18.37,1,0.036
-18.056,1,0.0372
-18.064,0,0.0674
-20.568,0,0.0407
-13.386,1,0.129
-22.174,1,0.0367
-17.27,0,0.047
-18.497,1,0.0352
-20.385,1,0.0382
-12.679,0,0.0361
-21.081,1,0.118
-10.674,0,0.0373
-16.236,1,0.0504
-16.05,1,0.0438
-21.015,1,0.0635
-17.432,1,0.0911
-21.884,1,0.0454
-15.56,0,0.0526
-18.315,1,0.0344
-18.315,1,0.0344
-16.475,0,0.0477
-20.618,1,0.0563
-18.846,1,0.045
-17.672,1,0.0508
-22.602,1,0.0509
-19.814,1,0.0452
-15.468,0,0.0546
-18.784,1,0.0502
-16.159,1,0.0548
-12.953,1,0.0273
-12.166,1,0.0265
-10.595,1,0.027
-10.046,1,0.0347
-12.256,1,0.0533
-9.835,1,0.0594
-10.298,1,0.0264
-8.269,1,0.0278
-8.688,1,0.0379
-10.65,1,0.0281
-5.242,1,0.0456
-7.154,0,0.0308
-8.088,0,0.0367
-6.554,1,0.0276
-5.347,1,0.0338
-6.478,1,0.0333
-8.351,0,0.0238
-8.135,1,0.0267
-6.883,1,0.0374
-10.21,0,0.116
-8.388,1,0.031
-8.252,1,0.0328
-8.775,1,0.0309
-8.243,1,0.0351
-12.113,1,0.0313
-8.37,1,0.0285
-11.233,0,0.271
-18.586,1,0.0369
-8.439,1,0.0335
-7.49,1,0.0284
-15.017,0,0.0425
-7.123,0,0.03
-7.393,1,0.0341
-13.066,1,0.0353
-8.144,1,0.033
-7.611,1,0.0362
-10.159,1,0.0398
-8.414,0,0.0582
-8.893,1,0.0826
-8.026,1,0.0498
-6.646,1,0.0346
-5.885,1,0.494
-3.994,1,0.301
-3.509,1,0.325
-3.604,0,0.383
-4.888,0,0.297
-2.512,0,0.281
-3.288,0,0.384
-4.695,0,0.277
-3.349,0,0.312
-4.081,1,0.222
-3.186,0,0.322
-4.46,1,0.147
-3.293,1,0.324
-3.728,1,0.349
-3.772,1,0.387
-5.855,0,0.273
-4.026,1,0.276
-3.908,0,0.322
-4.326,1,0.0443
-7.099,1,0.0789
-4.733,1,0.0765
-8.271,1,0.231
-7.981,1,0.0364
-6.216,1,0.0507
-8.038,1,0.0373
-9.039,0,0.0435
-6.709,0,0.0312
-9.432,0,0.032
-6.028,1,0.28
-6.147,0,0.101
-6.59,0,0.0309
-7.853,0,0.0279
-8.69,1,0.0297
-7.214,0,0.032
-7.147,0,0.0268
-8.485,1,0.0286
-9.17,1,0.0296
-6.296,1,0.0271
-8.743,1,0.031
-12.974,0,0.0666
-11.368,1,0.0363
-10.593,1,0.0585
-9.286,0,0.0558
-26.423,1,0.0425
-20.17,1,0.261
-30.597,0,0.055
-23.376,1,0.049
-29.124,1,0.0556
-20.094,1,0.0506
-23.677,1,0.0512
-17.722,0,0.052
-17.692,1,0.0378
-17.713,1,0.0414
-16.5,1,0.0306
-30.45,0,0.0409
-33.879,1,0.0447
-14.323,0,0.0359
-27.961,1,0.04
-13.146,1,0.035
-6.573,1,0.0398
-4.737,1,0.0505
-3.866,1,0.0589
-3.526,1,0.0387
-5.198,1,0.044
-4.52,1,0.0448
-4.703,1,0.0448
-4.972,1,0.0316
-3.617,1,0.056
-4.394,1,0.0376
-5.058,0,0.0327
-9.21,1,0.449
-13.841,1,0.9
-8.856,1,0.684
-13.225,1,0.92
-8.143,0,0.578
-12.866,0,0.957
-15.045,0,0.802
-4.723,0,0.749
-8.396,1,0
-13.829,1,0.9
-8.629,0,0.85
-8.804,1,0.55
-8.963,0,0
-10.451,1,0.527
-8.754,0,0.491
-9.081,0,0.827
-9.048,0,0
-11.436,1,0.936
-13.5,1,0.538
-11.788,1,0
-8.965,0,0.546
-8.821,0,0
-8.495,1,0.644
-12.193,1,0.943
-7.514,0,0
-6.47,1,0.441
-6.662,1,0.471
-10.011,0,0
-7.642,1,0.306
-5.989,1,0.68
-8.488,1,0
-9.413,0,0.482
-7.132,1,0.689
-11.372,0,0.643
-3.37,1,0
-8.533,0,0.527
-8.238,1,0
-11.475,1,0.931
-5.496,1,0
-12.178,1,0.237
-12.635,1,0.403
-5.853,1,0.544
-4.468,0,0.499
-13.006,0,0
-6.05,1,0.255
-13.767,0,0
-4.205,1,0
-7.596,1,0.791
-8.741,1,0.38
-9.391,1,0.428
-2.762,1,0.0562
-2.68,1,0.0511
-0.239,0,0.142
-5.745,1,0.0938
-9.301,1,0.0356
-5.915,1,0.133
-8.614,1,0.0269
-6.205,1,0.1
-8.974,1,0.0543
-6.945,1,0.0344
-8.159,1,0.0635
-9.886,1,0.0358
-14.308,1,0.0587
-13.369,1,0.102
-16.961,1,0.0411
-20.623,1,0.238
-17.349,1,0.0924
-17.682,1,0.135
-13.796,1,0.0579
-17.51,1,0.0559
-14.181,1,0.0963
-30.988,1,0.0421
-18.836,1,0.0553
-21.273,0,0.0706
-20.937,1,0.101
-23.802,1,0.0731
-32.084,1,0.0387
-20.834,1,0.46
-24.312,0,0.208
-17.334,0,0.23
-9.9,1,0.0919
-24.397,1,0.0311
-20.207,0,0.0458
-19.842,1,0.0334
-17.723,1,0.0332
-16.615,1,0.0348
-19.837,1,0.0311
-19.48,1,0.0318
-18.257,1,0.0427
-7.046,1,0.04
-5.243,1,0.19
-4.704,0,0.038
-4.095,1,0.086
-4.756,1,0.0815
-4.639,0,0.116
-5.438,0,0.034
-4.441,1,0.159
-5.554,0,0.166
-5.491,1,0.0622
-5.404,1,0.0352
-4.907,1,0.325
-4.996,1,0.0734
-18.778,0,0.927
-20.708,0,0.487
-19.657,1,0.863
-19.711,1,0.914
-18.369,1,0.832
-20.101,1,0.905
-19.993,1,0.94
-19.028,0,0.912
-18.424,0,0.944
-18.07,1,0.905
-21.166,1,0.739
-17.686,1,0.915
-18.342,0,0.883
-18.55,1,0.917
-19.191,0,0.497
-20.06,1,0.656
-19.608,0,0.701
-19.588,1,0.653
-18.326,0,0.69
-17.089,1,0.822
-17.174,1,0.865
-7.177,0,0.0351
-6.76,1,0.0345
-8.43,1,0.0345
-10.586,1,0.0319
-6.883,1,0.0288
-13.577,1,0.031
-27.828,1,0.081
-16,0,0.0348
-22.415,1,0.0422
-18.253,1,0.0536
-21.304,1,0.0344
-16.777,0,0.0302
-21.238,1,0.0321
-21.036,1,0.0409
-20.861,0,0.0317
-22.542,1,0.0327
-30.373,1,0.0372
-5.315,0,0.0364
-9.836,1,0.134
-8.706,0,0.047
-11.779,1,0.0587
-13.366,1,0.0557
-10.869,1,0.131
-9.061,0,0.0993
-15.057,1,0.0552
-12.478,0,0.0634
-10.415,1,0.0531
-9.185,0,0.104
-9.04,1,0.0909
-12.236,0,0.0715
-10.51,0,0.0296
-12.202,0,0.0268
-11.985,1,0.142
-13.836,1,0.0341
-11.933,0,0.0459
-10.279,1,0.0631
-9.828,1,0.0317
-11.029,1,0.0267
-10.314,1,0.0296
-9.431,1,0.0344
-10.146,1,0.0359
-9.533,0,0.037
-11.144,1,0.0244
-10.217,1,0.0364
-10.102,1,0.0663
-11.24,0,0.0358
-4.177,0,0.0373
-5.552,1,0.0446
-5.19,1,0.0346
-6.147,1,0.0273
-4.234,1,0.0395
-5.128,1,0.0308
-4.89,1,0.0282
-5.749,1,0.0254
-4.097,0,0.031
-6.021,0,0.0254
-5.807,1,0.033
-6.59,1,0.0542
-5.801,0,0.0296
-9.604,0,0.0266
-9.543,0,0.0692
-15.001,1,0.0946
-8.592,1,0.051
-19.007,0,0.0668
-9.465,1,0.047
-6.853,1,0.0745
-3.826,1,0.0564
-4.23,0,0.0908
-3.771,0,0.0499
-5.558,1,0.0866
-4.868,0,0.128
-4.005,0,0.148
-4.924,1,0.0408
-5.132,0,0.043
-6.021,0,0.0694
-4.558,1,0.0533
-8.683,1,0.0391
-17.571,1,0.107
-10.14,0,0.0291
-11.146,1,0.0419
-8.257,1,0.0448
-10.294,0,0.153
-8.669,0,0.0533
-10.685,0,0.0424
-12.955,1,0.0845
-7.691,1,0.0743
-14.751,0,0.207
-23.874,1,0.0753
-11.454,0,0.157
-11.576,1,0.13
-8.864,1,0.0551
-7.585,0,0.246
-16.347,1,0.0472
-16.064,1,0.0271
-9.71,0,0.122
-11.894,0,0.0483
-11.153,1,0.0408
-9.217,1,0.289
-6.518,0,0.309
-8.333,1,0.336
-10.879,1,0.289
-6.432,0,0.468
-7.915,1,0.47
-7.864,0,0.385
-9.277,0,0.0596
-8.954,0,0.311
-11.245,1,0.411
-9.265,1,0.258
-8.07,1,0.394
-10.202,1,0.421
-6.985,1,0.215
-7.435,0,0.345
-9.876,0,0.568
-9.441,1,0.35
-9.503,0,0.497
-10.577,1,0.0618
-8.045,1,0.335
-8.205,0,0.119
-7.227,1,0.249
-4.337,1,0.346
-7.762,1,0.0644
-7.608,0,0.0735
-9.568,1,0.0669
-9.404,1,0.0495
-9.013,1,0.0389
-7.234,1,0.0309
-8.683,0,0.0285
-9.228,1,0.03
-7.159,1,0.0657
-9.407,1,0.0887
-8.398,0,0.0361
-6.853,1,0.0745
-3.826,1,0.0564
-4.23,0,0.0908
-3.771,0,0.0499
-7.004,1,0.0914
-4.868,0,0.128
-4.005,0,0.148
-4.924,1,0.0408
-5.132,0,0.043
-6.021,0,0.0694
-4.558,1,0.0533
-8.683,1,0.0391
-4.581,0,0.07
-5.752,1,0.0354
-8.625,1,0.0445
-6.349,0,0.0284
-5.626,0,0.0454
-7.76,0,0.0264
-7.104,1,0.0552
-5.489,1,0.0914
-5.046,0,0.172
-6.547,0,0.0275
-12.116,1,0.0343
-4.129,1,0.0728
-6.464,0,0.0703
-4.655,1,0.0355
-11.173,1,0.0276
-10.532,1,0.0272
-9.912,1,0.0385
-6.284,1,0.143
-7.901,1,0.0263
-7.402,1,0.0327
-6.893,0,0.0362
-7.129,1,0.0283
-8.115,0,0.0269
-5.878,1,0.0347
-9.253,1,0.0331
-6.702,1,0.0386
-16.615,1,0.0408
-18.412,1,0.0451
-19.384,1,0.13
-18.984,1,0.064
-19.1,1,0.0488
-18.69,1,0.0396
-18.869,1,0.0507
-17.229,0,0.0718
-23.579,1,0.21
-19.88,0,0.0749
-18.353,1,0.0549
-18.498,0,0.0826
-14.42,1,0.0674
-3.602,1,0.0536
-3.865,1,0.0448
-4.116,0,0.0329
-3.659,1,0.0416
-2.274,0,0.032
-5.516,1,0.0483
-4.089,1,0.0502
-5.264,1,0.055
-4.151,1,0.0394
-5.673,1,0.312
-6.371,1,0.321
-6.349,1,0.288
-6.7,1,0.246
-7.874,1,0.281
-6.887,0,0.486
-8.013,0,0.352
-9.354,0,0.448
-7.252,1,0.366
-7.084,0,0.431
-5.085,0,0.246
-6.96,1,0.302
-6.827,1,0.267
-5.677,0,0.217
-8.331,1,0.312
-6.853,1,0.0745
-3.826,1,0.0564
-4.23,0,0.0908
-3.771,0,0.0499
-5.975,1,0.0943
-4.761,0,0.122
-4.005,0,0.148
-4.924,1,0.0408
-5.132,0,0.043
-6.021,0,0.0694
-4.558,1,0.0533
-8.683,1,0.0391
-4.581,0,0.07
-5.752,1,0.0354
-8.625,1,0.0445
-6.349,0,0.0284
-5.626,0,0.0454
-14.305,1,0.0366
-12.33,0,0.0271
-14.857,0,0.0622
-14.43,0,0.0418
-19.598,0,0.0539
-16.866,1,0.0413
-13.411,1,0.0277
-21.007,1,0.0348
-18.091,1,0.0328
-14.189,1,0.0341
-15.988,1,0.0383
-13.438,0,0.0311
-1.294,0,0.295
-7.49,1,0.0561
-7.972,1,0.193
-7.195,1,0.0606
-9.983,0,0.0715
-5.578,1,0.0875
-4.859,1,0.0488
-6.245,0,0.697
-5.168,0,0.0581
-3.906,1,0.0416
-5.408,0,0.0304
-5.118,0,0.403
-5.656,1,0.0456
-4.586,1,0.325
-2.605,1,0.367
-5.603,1,0.072
-6.46,1,0.0343
-8.552,1,0.102
-5.638,1,0.041
-3.218,0,0.0435
-7.537,1,0.056
-4.982,1,0.0296
-14.42,1,0.0674
-11.229,1,0.0388
-9.747,0,0.0335
-11.121,1,0.0568
-14.075,1,0.0346
-7.986,0,0.0708
-9.866,0,0.0315
-9.17,0,0.0372
-7.914,1,0.0341
-11.717,1,0.0366
-8.855,1,0.0314
-10.199,1,0.048
-9.252,1,0.0347
-5.128,0,0.0543
-4.868,0,0.128
-3.355,0,0.0547
-4.191,1,0.0657
-4.086,1,0.0529
-8.731,0,0.0539
-8.822,1,0.0572
-12.324,0,0.0428
-8.458,1,0.0466
-9.359,1,0.0491
-13.275,0,0.0346
-9.091,1,0.0597
-6.335,1,0.074
-10.246,0,0.0451
-7.726,1,0.0522
-10.315,1,0.0349
-2.411,1,0.0374
-3.871,1,0.0273
-2.672,0,0.0606
-22.159,0,0.296
-1.6,1,0.169
-14.566,1,0.0457
-4.487,1,0.0348
-5.034,1,0.15
-5.65,0,0.283
-3.726,0,0.101
-3.866,1,0.0641
-3.959,1,0.0534
-4.311,1,0.0642
-4.419,1,0.0683
-4.063,1,0.0851
-4.055,0,0.0659
-3.83,1,0.0726
-4.418,1,0.071
-5.412,1,0.0563
-4.582,1,0.057
-3.872,1,0.0773
-3.675,0,0.101
-3.811,0,0.129
-3.851,1,0.0518
-6.807,1,0.0643
-4.828,1,0.0834
-6.245,1,0.0526
-6.054,0,0.0305
-6.355,0,0.0613
-2.984,1,0.262
-5.833,0,0.0559
-9.429,1,0.0376
-6.169,1,0.0333
-6.105,0,0.0614
-4.632,1,0.0514
-3.348,0,0.0536
-9.62,1,0.0743
-12.246,0,0.0503
-3.234,1,0.275
-12.175,1,0.042
-5.509,1,0.0382
-5.257,0,0.158
-4.689,1,0.0335
-3.68,1,0.0615
-2.671,1,0.0284
-4.247,0,0.108
-4.586,1,0.0575
-5.132,1,0.166
-4.657,1,0.0353
-5.083,0,0.0417
-10.862,0,0.0419
-3.684,1,0.0654
-5.15,1,0.0437
-8.214,0,0.0504
-7.45,0,0.0479
-7.076,0,0.0382
-4.68,0,0.0631
-6.355,0,0.0379
-9.353,1,0.0362
-4.821,0,0.0455
-17.358,1,0.0466
-13.818,0,0.06
-12.995,1,0.0427
-22.3,1,0.0355
-11.362,1,0.0343
-12.913,1,0.0323
-7.404,1,0.035
-8.215,1,0.04
-7.092,1,0.039
-6.016,1,0.0327
-5.509,1,0.0416
-8.702,0,0.0309
-10.669,1,0.559
-8.516,1,0.543
-9.945,1,0.562
-9.192,1,0.509
-6.522,1,0.261
-3.381,0,0.27
-6.198,1,0.365
-7.023,0,0.242
-6.659,1,0.37
-6.803,1,0.274
-7.338,1,0.277
-5.509,1,0.361
-6.691,0,0.327
-8.201,1,0.246
-9.859,0,0.511
-17.748,0,0.0498
-17.349,0,0.0658
